# Version 1.00
#
freq[Hz];re:Smith_S11;im:Smith_S11;re:Magnitude_Z<-S11[Ohm];im:Magnitude_Z<-S11[Ohm];re:Phase_S11;im:Phase_S11;
8.000000000000000E+07;-7.775416251050868E-01;-4.985822210109006E-01;2.154262265395103E+00;-1.462873642350199E+01;-7.775416251050868E-01;-4.985822210109006E-01;
8.050000000000000E+07;-8.025660559078504E-01;-4.555977324992208E-01;2.145305558614467E+00;-1.317970173415840E+01;-8.025660559078504E-01;-4.555977324992208E-01;
8.100000000000000E+07;-8.254043875724522E-01;-4.107157972389218E-01;2.142661927335653E+00;-1.173209350730523E+01;-8.254043875724522E-01;-4.107157972389218E-01;
8.150000000000000E+07;-8.461979696369957E-01;-3.639042186282713E-01;2.139623565795365E+00;-1.027724506544314E+01;-8.461979696369957E-01;-3.639042186282713E-01;
8.200000000000000E+07;-8.641656850048935E-01;-3.163758233578969E-01;2.141470294140288E+00;-8.849160097782111E+00;-8.641656850048935E-01;-3.163758233578969E-01;
8.250000000000000E+07;-8.795480309410167E-01;-2.682287040648181E-01;2.142354089092148E+00;-7.441191091670997E+00;-8.795480309410167E-01;-2.682287040648181E-01;
8.300000000000000E+07;-8.923701979627401E-01;-2.198304502739518E-01;2.140166613375250E+00;-6.056952448477964E+00;-8.923701979627401E-01;-2.198304502739518E-01;
8.350000000000000E+07;-9.022521040361740E-01;-1.723040895591142E-01;2.141470099658165E+00;-4.722922116754577E+00;-9.022521040361740E-01;-1.723040895591142E-01;
8.400000000000000E+07;-9.094027587798297E-01;-1.213423508046154E-01;2.161737510254615E+00;-3.314873104924333E+00;-9.094027587798297E-01;-1.213423508046154E-01;
8.450000000000000E+07;-9.137799564689270E-01;-6.976221576295691E-02;2.183270569986655E+00;-1.902214812322012E+00;-9.137799564689270E-01;-6.976221576295691E-02;
8.500000000000000E+07;-9.151676541527141E-01;-1.853512242729593E-02;2.209859622870071E+00;-5.052905618594299E-01;-9.151676541527141E-01;-1.853512242729593E-02;
8.550000000000000E+07;-9.135382344565960E-01;3.210919271554593E-02;2.244501441685236E+00;8.766633114049434E-01;-9.135382344565960E-01;3.210919271554593E-02;
8.600000000000000E+07;-9.090630372947902E-01;8.245211156386596E-02;2.284188212807885E+00;2.258145297107296E+00;-9.090630372947902E-01;8.245211156386596E-02;
