# Version 1.00
#
freq[Hz];re:Smith_S11;im:Smith_S11;re:Magnitude_Z<-S11[Ohm];im:Magnitude_Z<-S11[Ohm];re:Phase_S11;im:Phase_S11;
8.000000000000000E+07;-8.081711643342693E-01;-4.258010391383070E-01;2.398767658137484E+00;-1.233923544324205E+01;-8.081711643342693E-01;-4.258010391383070E-01;
8.050000000000000E+07;-8.291709294995866E-01;-3.799802456718278E-01;2.408001161796508E+00;-1.088690227658321E+01;-8.291709294995866E-01;-3.799802456718278E-01;
8.100000000000000E+07;-8.480868186248448E-01;-3.322796506761076E-01;2.415583804519896E+00;-9.424141604727085E+00;-8.480868186248448E-01;-3.322796506761076E-01;
8.150000000000000E+07;-8.645014399407908E-01;-2.832563212076190E-01;2.423707028094223E+00;-7.964245067740750E+00;-8.645014399407908E-01;-2.832563212076190E-01;
8.200000000000000E+07;-8.781255645766154E-01;-2.333806978306301E-01;2.434919066859691E+00;-6.515697476954888E+00;-8.781255645766154E-01;-2.333806978306301E-01;
8.250000000000000E+07;-8.891711412627727E-01;-1.832284735017932E-01;2.439972833738057E+00;-5.086090912006391E+00;-8.891711412627727E-01;-1.832284735017932E-01;
8.300000000000000E+07;-8.971620387659225E-01;-1.323862027530902E-01;2.454885933978034E+00;-3.660363755308432E+00;-8.971620387659225E-01;-1.323862027530902E-01;
8.350000000000000E+07;-9.019856907501044E-01;-8.246387334546089E-02;2.477982676910708E+00;-2.275273540668627E+00;-9.019856907501044E-01;-8.246387334546089E-02;
8.400000000000000E+07;-9.033192979225296E-01;-2.946348220806069E-02;2.527204788123007E+00;-8.131238754334407E-01;-9.033192979225296E-01;-2.946348220806069E-02;
8.450000000000000E+07;-9.014085862936921E-01;2.386958279579021E-02;2.584301889368793E+00;6.601239506095523E-01;-9.014085862936921E-01;2.386958279579021E-02;
8.500000000000000E+07;-8.961170661277869E-01;7.614053773395020E-02;2.654454037429660E+00;2.114393945456566E+00;-8.961170661277869E-01;7.614053773395020E-02;
8.550000000000000E+07;-8.875378195406984E-01;1.276751848800969E-01;2.737778596958725E+00;3.567242766118859E+00;-8.875378195406984E-01;1.276751848800969E-01;
8.600000000000000E+07;-8.751904971564020E-01;1.783119329187109E-01;2.850039163414110E+00;5.025512155884152E+00;-8.751904971564020E-01;1.783119329187109E-01;
8.650000000000000E+07;-8.594343891635660E-01;2.273436007048505E-01;2.987697078137973E+00;6.478536654482680E+00;-8.594343891635660E-01;2.273436007048505E-01;
8.700000000000000E+07;-8.405424575756755E-01;2.746336873284805E-01;3.148475928247449E+00;7.930467379323382E+00;-8.405424575756755E-01;2.746336873284805E-01;
8.750000000000000E+07;-8.188283616807375E-01;3.196529637708355E-01;3.333154294519840E+00;9.373122388380160E+00;-8.188283616807375E-01;3.196529637708355E-01;
8.800000000000000E+07;-7.954199836266398E-01;3.630667881796926E-01;3.509164888508262E+00;1.082053269508903E+01;-7.954199836266398E-01;3.630667881796926E-01;
8.850000000000000E+07;-7.697877742820767E-01;4.051265599102323E-01;3.690516680141767E+00;1.229043088584583E+01;-7.697877742820767E-01;4.051265599102323E-01;
8.900000000000000E+07;-7.409188134510383E-01;4.456878891121508E-01;3.907828125844662E+00;1.380079641761195E+01;-7.409188134510383E-01;4.456878891121508E-01;
8.950000000000000E+07;-7.088494870747225E-01;4.834226750980360E-01;4.182725024001760E+00;1.532794905187509E+01;-7.088494870747225E-01;4.834226750980360E-01;
9.000000000000000E+07;-6.749391997160140E-01;5.176635752014063E-01;4.497979086449781E+00;1.684336882194073E+01;-6.749391997160140E-01;5.176635752014063E-01;
9.050000000000000E+07;-6.385425308664048E-01;5.489270811425719E-01;4.871543964249387E+00;1.838248070994841E+01;-6.385425308664048E-01;5.489270811425719E-01;
9.100000000000000E+07;-6.006083249589108E-01;5.758216233886242E-01;5.317042190174216E+00;1.990040195237697E+01;-6.006083249589108E-01;5.758216233886242E-01;
9.150000000000000E+07;-5.630966838855577E-01;5.976652456887452E-01;5.815413098906329E+00;2.134156698487311E+01;-5.630966838855577E-01;5.976652456887452E-01;
