# Version 1.00
#
# Ref Impedances: Z01: 50, Z02: 50
# 
freq[Hz];re:ZMag1_S12;im:ZMag1_S12;re:SMag1_S11;im:SMag1_S11;re:ZPh1_S12;im:ZPh1_S12;re:SPh1_S11;im:SPh1_S11;
5.000000000000000E+07;1.021425680418599E-01;7.731922244986657E-03;3.568607511240286E-01;8.144788481428046E-01;1.021425680418599E-01;7.731922244986657E-03;3.568607511240286E-01;8.144788481428046E-01;
5.025025025025025E+07;1.055204366407418E-01;1.142322235122910E-02;3.502434317575204E-01;8.144822481798193E-01;1.055204366407418E-01;1.142322235122910E-02;3.502434317575204E-01;8.144822481798193E-01;
5.050050050050050E+07;1.100642269140461E-01;1.483424419393037E-02;3.421061577688184E-01;8.140404210316721E-01;1.100642269140461E-01;1.483424419393037E-02;3.421061577688184E-01;8.140404210316721E-01;
5.075075075075075E+07;1.157665833866545E-01;1.714743589021802E-02;3.336320416991292E-01;8.143134952834877E-01;1.157665833866545E-01;1.714743589021802E-02;3.336320416991292E-01;8.143134952834877E-01;
5.100100100100100E+07;1.220794199537567E-01;1.785635177735173E-02;3.245265247351016E-01;8.158715846160585E-01;1.220794199537567E-01;1.785635177735173E-02;3.245265247351016E-01;8.158715846160585E-01;
5.125125125125125E+07;1.273862612235758E-01;1.107127780386909E-02;3.148911105923252E-01;8.213118654623081E-01;1.273862612235758E-01;1.107127780386909E-02;3.148911105923252E-01;8.213118654623081E-01;
5.150150150150150E+07;1.339336483298708E-01;1.367907111717181E-02;3.062306852255222E-01;8.231761317287571E-01;1.339336483298708E-01;1.367907111717181E-02;3.062306852255222E-01;8.231761317287571E-01;
5.175175175175175E+07;1.376396813852182E-01;1.052466933029565E-02;2.980492388032192E-01;8.280990572756166E-01;1.376396813852182E-01;1.052466933029565E-02;2.980492388032192E-01;8.280990572756166E-01;
5.200200200200200E+07;1.396403491604137E-01;6.920580310957364E-03;2.906890044058466E-01;8.331554353078151E-01;1.396403491604137E-01;6.920580310957364E-03;2.906890044058466E-01;8.331554353078151E-01;
5.225225225225225E+07;1.403834344262873E-01;3.573827267133020E-03;2.850462924002192E-01;8.390636062671000E-01;1.403834344262873E-01;3.573827267133020E-03;2.850462924002192E-01;8.390636062671000E-01;
5.250250250250250E+07;1.402676113894512E-01;7.515739809926852E-04;2.798890257838124E-01;8.436996584731769E-01;1.402676113894512E-01;7.515739809926852E-04;2.798890257838124E-01;8.436996584731769E-01;
