# Version 1.00
#
# Ref Impedances: Z01: 50, Z02: 50
# 
freq[Hz];re:SMag2_S11;im:SMag2_S11;re:ZPh2_S12;im:ZPh2_S12;re:SPh2_S11;im:SPh2_S11;re:ZMag2_S12;im:ZMag2_S12;
5.000000000000000E+07;3.760130737031637E-01;8.060228300717918E-01;8.875562651902427E-02;3.145790908619098E-02;3.760130737031637E-01;8.060228300717918E-01;8.875562651902427E-02;3.145790908619098E-02;
5.025025025025025E+07;3.701445514449331E-01;8.045537136664250E-01;9.194742404054414E-02;3.763024960952589E-02;3.701445514449331E-01;8.045537136664250E-01;9.194742404054414E-02;3.763024960952589E-02;
5.050050050050050E+07;3.629432725695151E-01;8.026209145020443E-01;9.696931853137244E-02;4.399122624726148E-02;3.629432725695151E-01;8.026209145020443E-01;9.696931853137244E-02;4.399122624726148E-02;
5.075075075075075E+07;3.539201139416751E-01;8.006191348040202E-01;1.045914857071592E-01;4.952301965514750E-02;3.539201139416751E-01;8.006191348040202E-01;1.045914857071592E-01;4.952301965514750E-02;
5.100100100100100E+07;3.434674075257784E-01;7.996921598681416E-01;1.142172417173200E-01;5.270725285915855E-02;3.434674075257784E-01;7.996921598681416E-01;1.142172417173200E-01;5.270725285915855E-02;
5.125125125125125E+07;3.318018508190554E-01;8.009764951305534E-01;1.246057729260879E-01;5.334658240841576E-02;3.318018508190554E-01;8.009764951305534E-01;1.246057729260879E-01;5.334658240841576E-02;
5.150150150150150E+07;3.194894693699736E-01;8.039203051105994E-01;1.346173534108635E-01;5.055346939200461E-02;3.194894693699736E-01;8.039203051105994E-01;1.346173534108635E-01;5.055346939200461E-02;
5.175175175175175E+07;3.084487349795683E-01;8.092352027947503E-01;1.427573126470932E-01;4.506710838279353E-02;3.084487349795683E-01;8.092352027947503E-01;1.427573126470932E-01;4.506710838279353E-02;
5.200200200200200E+07;2.988503638071299E-01;8.157989383601771E-01;1.482990935099638E-01;3.838432955935776E-02;2.988503638071299E-01;8.157989383601771E-01;1.482990935099638E-01;3.838432955935776E-02;
5.225225225225225E+07;2.903319475499073E-01;8.227282334409581E-01;1.495449156832672E-01;3.103326238839973E-02;2.903319475499073E-01;8.227282334409581E-01;1.495449156832672E-01;3.103326238839973E-02;
5.250250250250250E+07;2.838341168615832E-01;8.299254739709528E-01;1.521171768676642E-01;2.511759231455092E-02;2.838341168615832E-01;8.299254739709528E-01;1.521171768676642E-01;2.511759231455092E-02;
5.275275275275275E+07;2.785581923508712E-01;8.366025959006671E-01;1.515537526238730E-01;1.975252504105202E-02;2.785581923508712E-01;8.366025959006671E-01;1.515537526238730E-01;1.975252504105202E-02;
5.300300300300300E+07;2.743187463664316E-01;8.437118204189302E-01;1.500968934055270E-01;1.535888784441637E-02;2.743187463664316E-01;8.437118204189302E-01;1.500968934055270E-01;1.535888784441637E-02;
5.325325325325325E+07;2.695497111654495E-01;8.480449251464631E-01;1.481117958640049E-01;1.200534831552904E-02;2.695497111654495E-01;8.480449251464631E-01;1.481117958640049E-01;1.200534831552904E-02;
5.350350350350350E+07;2.658607589696066E-01;8.531343620906459E-01;1.458532088573362E-01;9.553355910175018E-03;2.658607589696066E-01;8.531343620906459E-01;1.458532088573362E-01;9.553355910175018E-03;
5.375375375375375E+07;2.624622521806837E-01;8.578127924729396E-01;1.435209534071775E-01;7.790793642668039E-03;2.624622521806837E-01;8.578127924729396E-01;1.435209534071775E-01;7.790793642668039E-03;
