# Version 1.00
#
# Ref Impedances: Z01: 50
# 
freq[Hz];mag:Smith_S11[U];ang:Smith_S11[°];Magnitude_S11[dB];Phase_S11[°];
8.050000000000000E+07;8.614874457188397E-01;-1.774589472878394E+02;-1.295020941098144E+00;-1.774589472878394E+02;
8.085000000000000E+07;8.586598139877190E-01;1.799400215873300E+02;-1.323577239563118E+00;1.799400215873300E+02;
8.120000000000000E+07;8.551008440820747E-01;1.773502478371815E+02;-1.359653297347868E+00;1.773502478371815E+02;
8.155000000000000E+07;8.513493924334806E-01;1.747803590798730E+02;-1.397843391378633E+00;1.747803590798730E+02;
8.190000000000000E+07;8.475480018665364E-01;1.722217392094232E+02;-1.436713913107606E+00;1.722217392094232E+02;
8.225000000000000E+07;8.437301115959527E-01;1.696497161235297E+02;-1.475929024573786E+00;1.696497161235297E+02;
8.260000000000000E+07;8.395276401314112E-01;1.670494152371465E+02;-1.519300016511666E+00;1.670494152371465E+02;
8.295000000000000E+07;8.353216283555356E-01;1.644303621628505E+02;-1.562925471754582E+00;1.644303621628505E+02;
8.330000000000000E+07;8.311533964116281E-01;1.617855788553534E+02;-1.606376321738600E+00;1.617855788553534E+02;
8.365000000000000E+07;8.263498641797510E-01;1.589678809941245E+02;-1.656720799047212E+00;1.589678809941245E+02;
8.400000000000000E+07;8.202375159071290E-01;1.561000181080400E+02;-1.721207417897243E+00;1.561000181080400E+02;
8.435000000000000E+07;8.130257823732906E-01;1.532033959464532E+02;-1.797913640027400E+00;1.532033959464532E+02;
8.470000000000000E+07;8.045884740382485E-01;1.503281971526928E+02;-1.888523862276032E+00;1.503281971526928E+02;
8.505000000000000E+07;7.943750938922739E-01;1.473353364430532E+02;-1.999487615397412E+00;1.473353364430532E+02;
8.540000000000000E+07;7.821763176453280E-01;1.443465942630387E+02;-2.133906750844595E+00;1.443465942630387E+02;
8.575000000000000E+07;7.679687180401782E-01;1.413212446304858E+02;-2.293129397787034E+00;1.413212446304858E+02;
8.610000000000000E+07;7.506743718346931E-01;1.382679329790280E+02;-2.490968215528689E+00;1.382679329790280E+02;
8.645000000000000E+07;7.300913385595847E-01;1.353023814826429E+02;-2.732456075646390E+00;1.353023814826429E+02;
8.680000000000000E+07;7.059682107203534E-01;1.324559965911140E+02;-3.024297089999759E+00;1.324559965911140E+02;
8.715000000000000E+07;6.786127765645963E-01;1.298696099900652E+02;-3.367559358914790E+00;1.298696099900652E+02;
8.750000000000000E+07;6.491053315330613E-01;1.276668913549983E+02;-3.753696474105937E+00;1.276668913549983E+02;
8.785000000000000E+07;6.291901933319247E-01;1.252594912778020E+02;-4.024361099710597E+00;1.252594912778020E+02;
8.820000000000000E+07;5.872589109280396E-01;1.247585961750582E+02;-4.623407692368898E+00;1.247585961750582E+02;
8.855000000000000E+07;5.574855603536312E-01;1.243705339135855E+02;-5.075327539226615E+00;1.243705339135855E+02;
8.890000000000000E+07;5.318666049794112E-01;1.248965774713790E+02;-5.483945549048950E+00;1.248965774713790E+02;
8.925000000000000E+07;5.143920728721522E-01;1.262324530350580E+02;-5.774114656047168E+00;1.262324530350580E+02;
8.960000000000000E+07;5.061671828397385E-01;1.278749006067614E+02;-5.914120311711157E+00;1.278749006067614E+02;
8.995000000000000E+07;5.063749969983093E-01;1.295020365351205E+02;-5.910554927655340E+00;1.295020365351205E+02;
9.030000000000000E+07;5.135194387957748E-01;1.308098756420530E+02;-5.788862238921100E+00;1.308098756420530E+02;
9.065000000000000E+07;5.295992917059308E-01;1.317458848219935E+02;-5.521052087998984E+00;1.317458848219935E+02;
9.100000000000000E+07;5.484183048378601E-01;1.319153396873693E+02;-5.217761159437410E+00;1.319153396873693E+02;
9.135000000000000E+07;5.699904035542697E-01;1.314912001627168E+02;-4.882649122287373E+00;1.314912001627168E+02;
9.170000000000000E+07;5.930707046378755E-01;1.305136362746212E+02;-4.537870557550786E+00;1.305136362746212E+02;
9.205000000000000E+07;6.164016078777863E-01;1.290616566527395E+02;-4.202724741981535E+00;1.290616566527395E+02;
9.240000000000000E+07;6.385778588870702E-01;1.271807309385814E+02;-3.895722872519895E+00;1.271807309385814E+02;
9.275000000000000E+07;6.592933401465366E-01;1.249585095954247E+02;-3.618426225220527E+00;1.249585095954247E+02;
9.310000000000000E+07;6.770648878236415E-01;1.225659551598422E+02;-3.387394157365228E+00;1.225659551598422E+02;
9.345000000000000E+07;6.930800173222812E-01;1.200523799704218E+02;-3.184332448444700E+00;1.200523799704218E+02;
9.380000000000000E+07;7.082379144266225E-01;1.174258753823485E+02;-2.996416553379190E+00;1.174258753823485E+02;
9.415000000000000E+07;7.209857196553473E-01;1.147173661588945E+02;-2.841466742679415E+00;1.147173661588945E+02;
9.450000000000000E+07;7.325309517820632E-01;1.119682647208425E+02;-2.703480405028913E+00;1.119682647208425E+02;
9.485000000000000E+07;7.416478910669519E-01;1.091828067512241E+02;-2.596044677741387E+00;1.091828067512241E+02;
9.520000000000000E+07;7.488167920201250E-01;1.063707718947403E+02;-2.512488504418483E+00;1.063707718947403E+02;
9.555000000000000E+07;7.547822672834805E-01;1.036349056790687E+02;-2.443566232447328E+00;1.036349056790687E+02;
9.590000000000000E+07;7.598837050806881E-01;1.006677901047318E+02;-2.385057367709121E+00;1.006677901047318E+02;
9.625000000000000E+07;7.616585193223465E-01;9.811397070711664E+01;-2.364793917407726E+00;9.811397070711664E+01;
9.660000000000000E+07;7.643686019694020E-01;9.545353539011845E+01;-2.333943216000643E+00;9.545353539011845E+01;
9.695000000000000E+07;7.651264483085669E-01;9.283566627306155E+01;-2.325335708310973E+00;9.283566627306155E+01;
9.730000000000000E+07;7.653112946357835E-01;9.020858423300703E+01;-2.323237544157072E+00;9.020858423300703E+01;
9.765000000000000E+07;7.647046224473676E-01;8.773776232655541E+01;-2.330125692041534E+00;8.773776232655541E+01;
9.800000000000000E+07;7.640390064622933E-01;8.530228912858205E+01;-2.337689376682562E+00;8.530228912858205E+01;
9.835000000000000E+07;7.614619338589391E-01;8.296854746292020E+01;-2.367036050845721E+00;8.296854746292020E+01;
9.870000000000000E+07;7.606870114933920E-01;8.069096059279416E+01;-2.375879982640001E+00;8.069096059279416E+01;
9.905000000000000E+07;7.600889129610215E-01;7.849636452899885E+01;-2.382712045180136E+00;7.849636452899885E+01;
9.940000000000000E+07;7.597284052092774E-01;7.638013693237660E+01;-2.386832712271646E+00;7.638013693237660E+01;
9.975000000000000E+07;7.599433922893964E-01;7.429056970129780E+01;-2.384375136804291E+00;7.429056970129780E+01;
1.001000000000000E+08;7.614579714951785E-01;7.225850292426770E+01;-2.367081249091814E+00;7.225850292426770E+01;
1.004500000000000E+08;7.634425253680226E-01;7.023373848224327E+01;-2.344473051786204E+00;7.023373848224327E+01;
1.008000000000000E+08;7.665949110909698E-01;6.819891280288913E+01;-2.308681361232769E+00;6.819891280288913E+01;
1.011500000000000E+08;7.706874677737879E-01;6.616361069523485E+01;-2.262434061254048E+00;6.616361069523485E+01;
1.015000000000000E+08;7.756092660096251E-01;6.409992274009522E+01;-2.207140223098944E+00;6.409992274009522E+01;
1.018500000000000E+08;7.811644391734620E-01;6.198501942613562E+01;-2.145150705078864E+00;6.198501942613562E+01;
1.022000000000000E+08;7.870916130973789E-01;5.981776515709753E+01;-2.079494304608413E+00;5.981776515709753E+01;
1.025500000000000E+08;7.933421136235539E-01;5.757076969143593E+01;-2.010789821906099E+00;5.757076969143593E+01;
1.029000000000000E+08;8.003382186359118E-01;5.525607918556225E+01;-1.934528874007132E+00;5.525607918556225E+01;
1.032500000000000E+08;8.071113436288899E-01;5.292613649238380E+01;-1.861330976239130E+00;5.292613649238380E+01;
1.036000000000000E+08;8.137561102757300E-01;5.048580964421956E+01;-1.790114748221401E+00;5.048580964421956E+01;
1.039500000000000E+08;8.193126644782868E-01;4.800944645721022E+01;-1.731006640135969E+00;4.800944645721022E+01;
1.043000000000000E+08;8.255583563104484E-01;4.549653224958128E+01;-1.665044446137611E+00;4.549653224958128E+01;
1.046500000000000E+08;8.312550626676593E-01;4.295131512959851E+01;-1.605313933158850E+00;4.295131512959851E+01;
1.050000000000000E+08;8.360538935915465E-01;4.035503215843118E+01;-1.555314524544668E+00;4.035503215843118E+01;
1.053500000000000E+08;8.398417836691818E-01;3.778543357624589E+01;-1.516050444270155E+00;3.778543357624589E+01;
1.057000000000000E+08;8.428574918862153E-01;3.517109447709079E+01;-1.484916970596213E+00;3.517109447709079E+01;
1.060500000000000E+08;8.450258047610811E-01;3.257741221379164E+01;-1.462600573805461E+00;3.257741221379164E+01;
1.064000000000000E+08;8.467328232730040E-01;3.000578887691582E+01;-1.445072092861561E+00;3.000578887691582E+01;
1.067500000000000E+08;8.481120904427935E-01;2.748194585979568E+01;-1.430934911381465E+00;2.748194585979568E+01;
1.071000000000000E+08;8.498218384330851E-01;2.503478228466312E+01;-1.413442255019075E+00;2.503478228466312E+01;
1.074500000000000E+08;8.525892319838243E-01;2.256407500688454E+01;-1.385203133978003E+00;2.256407500688454E+01;
1.078000000000000E+08;8.548130884843833E-01;2.008673925683503E+01;-1.362576735001980E+00;2.008673925683503E+01;
1.081500000000000E+08;8.579511293616503E-01;1.745688958314472E+01;-1.330748994844983E+00;1.745688958314472E+01;
1.085000000000000E+08;8.598425673082767E-01;1.488002299148476E+01;-1.311621170668104E+00;1.488002299148476E+01;
1.088500000000000E+08;8.612023525294541E-01;1.231553604201206E+01;-1.297895849865458E+00;1.231553604201206E+01;
1.092000000000000E+08;8.623457498656547E-01;9.757137943388145E+00;-1.286371454906221E+00;9.757137943388145E+00;
1.095500000000000E+08;8.634774852958224E-01;7.215374399783632E+00;-1.274979638809732E+00;7.215374399783632E+00;
1.099000000000000E+08;8.647107384270252E-01;4.685643448735093E+00;-1.262582953929355E+00;4.685643448735093E+00;
1.102500000000000E+08;8.658654474569075E-01;2.151411139836109E+00;-1.250991812472678E+00;2.151411139836109E+00;
1.106000000000000E+08;8.670721235994725E-01;-3.858670352136934E-01;-1.238895522713363E+00;-3.858670352136934E-01;
1.109500000000000E+08;8.682059982672736E-01;-2.930846391448880E+00;-1.227544360607997E+00;-2.930846391448880E+00;
1.113000000000000E+08;8.693150010327134E-01;-5.480961254542182E+00;-1.216456521162177E+00;-5.480961254542182E+00;
1.116500000000000E+08;8.702321628492407E-01;-8.041668928590250E+00;-1.207297393749962E+00;-8.041668928590250E+00;
1.120000000000000E+08;8.711528214910379E-01;-1.060162883039123E+01;-1.198113048904947E+00;-1.060162883039123E+01;
1.123500000000000E+08;8.718075622182131E-01;-1.315448049704862E+01;-1.191587363044906E+00;-1.315448049704862E+01;
1.127000000000000E+08;8.722323166276117E-01;-1.572253597262546E+01;-1.187356530893632E+00;-1.572253597262546E+01;
1.130500000000000E+08;8.727047050298783E-01;-1.826145796429504E+01;-1.182653652133309E+00;-1.826145796429504E+01;
1.134000000000000E+08;8.730803559244814E-01;-2.079781024354591E+01;-1.178915663607349E+00;-2.079781024354591E+01;
1.137500000000000E+08;8.735482644594817E-01;-2.334113593851353E+01;-1.174261895833804E+00;-2.334113593851353E+01;
1.141000000000000E+08;8.739344421063533E-01;-2.587062944430210E+01;-1.170422891918727E+00;-2.587062944430210E+01;
1.144500000000000E+08;8.745417091094402E-01;-2.841261537888967E+01;-1.164389461748038E+00;-2.841261537888967E+01;
1.148000000000000E+08;8.752009292951501E-01;-3.095389217671096E+01;-1.157844597462854E+00;-3.095389217671096E+01;
1.151500000000000E+08;8.758653882051538E-01;-3.349961593099256E+01;-1.151252708874000E+00;-3.349961593099256E+01;
1.155000000000000E+08;8.763915807279500E-01;-3.604964110456622E+01;-1.146036064968686E+00;-3.604964110456622E+01;
1.158500000000000E+08;8.767952153876255E-01;-3.860496664633349E+01;-1.142036575378926E+00;-3.860496664633349E+01;
1.162000000000000E+08;8.772550189635328E-01;-4.115636855115785E+01;-1.137482768277186E+00;-4.115636855115785E+01;
1.165500000000000E+08;8.776100449692332E-01;-4.371562616203318E+01;-1.133968290942596E+00;-4.371562616203318E+01;
1.169000000000000E+08;8.780719606336207E-01;-4.626847100818050E+01;-1.129397817972281E+00;-4.626847100818050E+01;
1.172500000000000E+08;8.783697245920206E-01;-4.883132171399977E+01;-1.126452835594117E+00;-4.883132171399977E+01;
1.176000000000000E+08;8.787834117728064E-01;-5.139715355426273E+01;-1.122362991414902E+00;-5.139715355426273E+01;
1.179500000000000E+08;8.790243354565148E-01;-5.395935306996559E+01;-1.119982029623956E+00;-5.395935306996559E+01;
1.183000000000000E+08;8.791785616459656E-01;-5.652810021531258E+01;-1.118458210425941E+00;-5.652810021531258E+01;
1.186500000000000E+08;8.791978849317910E-01;-5.909423009293197E+01;-1.118267307131648E+00;-5.909423009293197E+01;
1.190000000000000E+08;8.792922448964882E-01;-6.165874165132366E+01;-1.117335143536873E+00;-6.165874165132366E+01;
1.193500000000000E+08;8.790953255161964E-01;-6.421417589275204E+01;-1.119280584963712E+00;-6.421417589275204E+01;
1.197000000000000E+08;8.789465369358309E-01;-6.675410886565798E+01;-1.120750812970391E+00;-6.675410886565798E+01;
1.200500000000000E+08;8.789071288630275E-01;-6.929675116409128E+01;-1.121140258551597E+00;-6.929675116409128E+01;
1.204000000000000E+08;8.789695873462897E-01;-7.184162205511116E+01;-1.120523028130598E+00;-7.184162205511116E+01;
1.207500000000000E+08;8.792160689224906E-01;-7.438124546784844E+01;-1.118087663270137E+00;-7.438124546784844E+01;
1.211000000000000E+08;8.793106113840100E-01;-7.693014192776850E+01;-1.117153716237253E+00;-7.693014192776850E+01;
1.214500000000000E+08;8.793692017923980E-01;-7.947143215646274E+01;-1.116574975505161E+00;-7.947143215646274E+01;
1.218000000000000E+08;8.793740902840447E-01;-8.201917795234266E+01;-1.116526690005930E+00;-8.201917795234266E+01;
1.221500000000000E+08;8.793607497362731E-01;-8.454840320765349E+01;-1.116658460325162E+00;-8.454840320765349E+01;
1.225000000000000E+08;8.793171580352310E-01;-8.708782113657848E+01;-1.117089048214839E+00;-8.708782113657848E+01;
1.228500000000000E+08;8.793749991869306E-01;-8.963414526151853E+01;-1.116517712454548E+00;-8.963414526151853E+01;
1.232000000000000E+08;8.792704413107024E-01;-9.217100561825231E+01;-1.117550527999814E+00;-9.217100561825231E+01;
1.235500000000000E+08;8.791019607527071E-01;-9.470694045435590E+01;-1.119215025845286E+00;-9.470694045435590E+01;
1.239000000000000E+08;8.789585078704611E-01;-9.724562815134273E+01;-1.120632515093755E+00;-9.724562815134273E+01;
1.242500000000000E+08;8.787032741443136E-01;-9.977724773475023E+01;-1.123155107341588E+00;-9.977724773475023E+01;
1.246000000000000E+08;8.783399959923153E-01;-1.022977105166919E+02;-1.126746816247988E+00;-1.022977105166919E+02;
1.249500000000000E+08;8.780709366306334E-01;-1.048200001144476E+02;-1.129407947417842E+00;-1.048200001144476E+02;
1.253000000000000E+08;8.779670236912430E-01;-1.073405894372535E+02;-1.130435916453773E+00;-1.073405894372535E+02;
1.256500000000000E+08;8.776486018063860E-01;-1.098989717811161E+02;-1.133586694266833E+00;-1.098989717811161E+02;
1.260000000000000E+08;8.773795094820633E-01;-1.124571344466592E+02;-1.136250248468387E+00;-1.124571344466592E+02;
