# Version 1.00
#
# Ref Impedances: Z01: 50
# 
freq[Hz];mag:Smith_S11[U];ang:Smith_S11[°];Magnitude_S11[dB];Phase_S11[°];
8.300000000000000E+07;9.337710024031817E-01;-1.646569134568255E+02;-5.951923380641168E-01;-1.646569134568255E+02;
8.358500000000000E+07;9.331216156480219E-01;-1.683466640955279E+02;-6.012350015367678E-01;-1.683466640955279E+02;
8.417000000000000E+07;9.324211869588246E-01;-1.720455655747614E+02;-6.077573354881245E-01;-1.720455655747614E+02;
8.475500000000000E+07;9.315267866366493E-01;-1.757019081817994E+02;-6.160930435625497E-01;-1.757019081817994E+02;
8.534000000000000E+07;9.312645616526073E-01;-1.793515524800777E+02;-6.185384675107222E-01;-1.793515524800777E+02;
8.592500000000000E+07;9.307646783491280E-01;1.770160216673120E+02;-6.232021228572290E-01;1.770160216673120E+02;
8.651000000000000E+07;9.301950524006791E-01;1.733923227961473E+02;-6.285194956041742E-01;1.733923227961473E+02;
8.709500000000000E+07;9.294806536457583E-01;1.697631537173973E+02;-6.351929054120009E-01;1.697631537173973E+02;
8.768000000000000E+07;9.286333748612873E-01;1.661293569577178E+02;-6.431142389919093E-01;1.661293569577178E+02;
8.826500000000000E+07;9.279067511288039E-01;1.625024174524928E+02;-6.499133097824195E-01;1.625024174524928E+02;
8.885000000000000E+07;9.272614529864279E-01;1.588819646552792E+02;-6.559558763399367E-01;1.588819646552792E+02;
8.943500000000000E+07;9.265218930018919E-01;1.552666542715696E+02;-6.628862835648226E-01;1.552666542715696E+02;
9.002000000000000E+07;9.254017547700921E-01;1.516454913248637E+02;-6.733936263043354E-01;1.516454913248637E+02;
9.060500000000000E+07;9.248548976917921E-01;1.480033573961153E+02;-6.785279846776965E-01;1.480033573961153E+02;
9.119000000000000E+07;9.241155518023261E-01;1.443679975619181E+02;-6.854744203487393E-01;1.443679975619181E+02;
9.177500000000000E+07;9.235685499681782E-01;1.407359692487896E+02;-6.906172883286923E-01;1.407359692487896E+02;
9.236000000000000E+07;9.226823503874345E-01;1.370962963753917E+02;-6.989557350103631E-01;1.370962963753917E+02;
9.294500000000000E+07;9.217871202946726E-01;1.334782317980173E+02;-7.073872873028775E-01;1.334782317980173E+02;
9.353000000000000E+07;9.210111406131947E-01;1.298567739591221E+02;-7.147023303176778E-01;1.298567739591221E+02;
9.411500000000000E+07;9.201414339895690E-01;1.262111362285175E+02;-7.229082513438596E-01;1.262111362285175E+02;
9.470000000000000E+07;9.190423609715354E-01;1.225764454433417E+02;-7.332894085738740E-01;1.225764454433417E+02;
9.528500000000000E+07;9.182664871671236E-01;1.189583316669416E+02;-7.406253060149663E-01;1.189583316669416E+02;
9.587000000000000E+07;9.172865335286858E-01;1.153483987508130E+02;-7.498996444476878E-01;1.153483987508130E+02;
9.645500000000000E+07;9.162859534151657E-01;1.117142137396702E+02;-7.593794216200096E-01;1.117142137396702E+02;
