# Version 1.00
#
# Ref Impedances: Z01: 50
# 
freq[Hz];mag:Smith_S11[U];ang:Smith_S11[°];Magnitude_S11[dB];Phase_S11[°];
9.821000000000000E+07;7.172435760032851E-01;8.474108076119244E+01;-2.886666656517464E+00;8.474108076119244E+01;
9.879500000000000E+07;7.180287987224857E-01;8.114795286231950E+01;-2.877162734222518E+00;8.114795286231950E+01;
9.938000000000000E+07;7.199315112874443E-01;7.776073429215776E+01;-2.854176340394370E+00;7.776073429215776E+01;
9.996500000000000E+07;7.236137160702784E-01;7.439053736185556E+01;-2.809864193978602E+00;7.439053736185556E+01;
1.005500000000000E+08;7.302879136282773E-01;7.120154203649412E+01;-2.730117738724645E+00;7.120154203649412E+01;
1.011350000000000E+08;7.394928144131444E-01;6.791167400621083E+01;-2.621320832959953E+00;6.791167400621083E+01;
1.017200000000000E+08;7.519150179780077E-01;6.448159752195174E+01;-2.476624818719688E+00;6.448159752195174E+01;
1.023050000000000E+08;7.668349692491031E-01;6.089233487380982E+01;-2.305961812446051E+00;6.089233487380982E+01;
1.028900000000000E+08;7.814201537192778E-01;5.703586494865983E+01;-2.142307840310155E+00;5.703586494865983E+01;
1.034750000000000E+08;7.952433649063049E-01;5.293127046008019E+01;-1.989998914618831E+00;5.293127046008019E+01;
1.040600000000000E+08;8.075316465411246E-01;4.871530246893089E+01;-1.856808979965141E+00;4.871530246893089E+01;
1.046450000000000E+08;8.185897739184063E-01;4.440504129488674E+01;-1.738673700009648E+00;4.440504129488674E+01;
1.052300000000000E+08;8.274384244677614E-01;3.997005181140668E+01;-1.645286305337901E+00;3.997005181140668E+01;
1.058150000000000E+08;8.338216507646032E-01;3.550956676447517E+01;-1.578536646043316E+00;3.550956676447517E+01;
1.064000000000000E+08;8.381115772684962E-01;3.108372172763823E+01;-1.533963203377299E+00;3.108372172763823E+01;
1.069850000000000E+08;8.406880646795236E-01;2.684567608882772E+01;-1.507302365100714E+00;2.684567608882772E+01;
1.075700000000000E+08;8.458220276477676E-01;2.265138628150828E+01;-1.454420175191585E+00;2.265138628150828E+01;
1.081550000000000E+08;8.501272867893273E-01;1.834995348463879E+01;-1.410320878382992E+00;1.834995348463879E+01;
1.087400000000000E+08;8.535321279332401E-01;1.402681019913860E+01;-1.375602537932470E+00;1.402681019913860E+01;
1.093250000000000E+08;8.566361805205503E-01;9.765329630873302E+00;-1.344071737509537E+00;9.765329630873302E+00;
1.099100000000000E+08;8.597575488454272E-01;5.496159964080563E+00;-1.312480045913776E+00;5.496159964080563E+00;
1.104950000000000E+08;8.628145584542146E-01;1.205177425910220E+00;-1.281650711283492E+00;1.205177425910220E+00;
1.110800000000000E+08;8.654380176700378E-01;-3.117129559486575E+00;-1.255280613491083E+00;-3.117129559486575E+00;
1.116650000000000E+08;8.674886299420771E-01;-7.444441317712284E+00;-1.234724174794229E+00;-7.444441317712284E+00;
1.122500000000000E+08;8.692243096562164E-01;-1.176866104096354E+01;-1.217362724758781E+00;-1.176866104096354E+01;
1.128350000000000E+08;8.699130663529580E-01;-1.607739099820389E+01;-1.210482917504140E+00;-1.607739099820389E+01;
1.134200000000000E+08;8.708880037865671E-01;-2.030512397996005E+01;-1.200475657338788E+00;-2.034556078278554E+01;
1.140050000000000E+08;8.723660791816484E-01;-2.459118459703055E+01;-1.186024594802052E+00;-2.459118459703055E+01;
1.145900000000000E+08;8.734998813427602E-01;-2.887276347366084E+01;-1.174742993522275E+00;-2.887276347366084E+01;
1.151750000000000E+08;8.746282487497805E-01;-3.316818768234957E+01;-1.163529998363649E+00;-3.316818768234957E+01;
1.157600000000000E+08;8.752499821994782E-01;-3.745767751938667E+01;-1.157357787909117E+00;-3.745767751938667E+01;
1.163450000000000E+08;8.760190258159500E-01;-4.170158175366400E+01;-1.149729230128059E+00;-4.170158175366400E+01;
1.169300000000000E+08;8.772850303820590E-01;-4.596061929856167E+01;-1.137185623883904E+00;-4.596061929856167E+01;
1.175150000000000E+08;8.789150375870766E-01;-5.024896870264732E+01;-1.121062100128544E+00;-5.024896870264732E+01;
1.181000000000000E+08;8.801279460410676E-01;-5.456122200613144E+01;-1.109083779257319E+00;-5.456122200613144E+01;
1.186850000000000E+08;8.810882594658935E-01;-5.889261420851534E+01;-1.099611714184864E+00;-5.889261420851534E+01;
1.192700000000000E+08;8.816213025885734E-01;-6.322111705581239E+01;-1.094358490424439E+00;-6.322111705581239E+01;
1.198550000000000E+08;8.818616551377630E-01;-6.752184945443693E+01;-1.091990817155730E+00;-6.752184945443693E+01;
1.204400000000000E+08;8.822447554940593E-01;-7.180979225778941E+01;-1.088218292496959E+00;-7.180979225778941E+01;
1.210250000000000E+08;8.826227066593426E-01;-7.609515807900107E+01;-1.084498078678287E+00;-7.609515807900107E+01;
1.216100000000000E+08;8.828923548932062E-01;-8.038307454052540E+01;-1.081844875803212E+00;-8.038307454052540E+01;
1.221950000000000E+08;8.831496218389695E-01;-8.466208549672324E+01;-1.079314253831968E+00;-8.466208549672324E+01;
1.227800000000000E+08;8.834010365876773E-01;-8.892699702563199E+01;-1.076841909475484E+00;-8.892699702563199E+01;
1.233650000000000E+08;8.836588275972285E-01;-9.321260454184541E+01;-1.074307593213862E+00;-9.321260454184541E+01;
1.239500000000000E+08;8.835662011659664E-01;-9.748909572473063E+01;-1.075218108792979E+00;-9.748909572473063E+01;
1.245350000000000E+08;8.833755929857434E-01;-1.017531756030628E+02;-1.077092082943605E+00;-1.017531756030628E+02;
1.251200000000000E+08;8.832405972165449E-01;-1.059938090323795E+02;-1.078419545424306E+00;-1.059938090323795E+02;
1.257050000000000E+08;8.826911212485348E-01;-1.103047400229267E+02;-1.083824836830566E+00;-1.103047400229267E+02;
1.262900000000000E+08;8.821229790678217E-01;-1.145960833126549E+02;-1.089417290392668E+00;-1.145960833126549E+02;
1.268750000000000E+08;8.814252498597165E-01;-1.188943632233457E+02;-1.096290251523710E+00;-1.188943632233457E+02;
1.274600000000000E+08;8.810345751187151E-01;-1.231806189333160E+02;-1.100140958010409E+00;-1.231806189333160E+02;
1.280450000000000E+08;8.804397106322116E-01;-1.274641594765311E+02;-1.106007552280441E+00;-1.274641594765311E+02;
1.286300000000000E+08;8.799831674529865E-01;-1.317232956475563E+02;-1.110512701364818E+00;-1.317232956475563E+02;
1.292150000000000E+08;8.794803098409023E-01;-1.359822393717375E+02;-1.115477585146169E+00;-1.359822393717375E+02;
1.298000000000000E+08;8.795911476962106E-01;-1.402308202053203E+02;-1.114383001550856E+00;-1.402308202053203E+02;
1.303850000000000E+08;8.797330807052403E-01;-1.444871628741475E+02;-1.112981537926126E+00;-1.444871628741475E+02;
1.309700000000000E+08;8.798887717003102E-01;-1.487637764423646E+02;-1.111444486311886E+00;-1.487637764423646E+02;
1.315550000000000E+08;8.798024213095695E-01;-1.530452687283359E+02;-1.112296942660771E+00;-1.530452687283359E+02;
1.321400000000000E+08;8.795377547852036E-01;-1.573064698223348E+02;-1.114910268122340E+00;-1.573064698223348E+02;
1.327250000000000E+08;8.792893865686371E-01;-1.615687294923889E+02;-1.117363378928189E+00;-1.615687294923889E+02;
1.333100000000000E+08;8.791288451121875E-01;-1.657962459707222E+02;-1.118949401356536E+00;-1.657962459707222E+02;
1.338950000000000E+08;8.786465725330507E-01;-1.700259884061414E+02;-1.123715614902257E+00;-1.700259884061414E+02;
1.344800000000000E+08;8.784525533754389E-01;-1.742298668496879E+02;-1.125633809468159E+00;-1.742298668496879E+02;
1.350650000000000E+08;8.782954306471114E-01;-1.784333509913493E+02;-1.127187533387511E+00;-1.784333509913493E+02;
1.356500000000000E+08;8.781339262962307E-01;1.773605499983851E+02;-1.128784875137950E+00;1.773605499983851E+02;
1.362350000000000E+08;8.779606187004063E-01;1.731804604567496E+02;-1.130499282440158E+00;1.731804604567496E+02;
1.368200000000000E+08;8.777823178040677E-01;1.689818044361095E+02;-1.132263438093118E+00;1.689818044361095E+02;
1.374050000000000E+08;8.774613108850374E-01;1.647886563638758E+02;-1.135440467945003E+00;1.647886563638758E+02;
1.379900000000000E+08;8.768818678930144E-01;1.606073576980620E+02;-1.141178202869577E+00;1.606073576980620E+02;
1.385750000000000E+08;8.762738298220608E-01;1.564515837375104E+02;-1.147203168933558E+00;1.564515837375104E+02;
1.391600000000000E+08;8.755333418291080E-01;1.522700004835036E+02;-1.154546211560910E+00;1.522700004835036E+02;
1.397450000000000E+08;8.745954323558055E-01;1.481017128675919E+02;-1.163855902454130E+00;1.481017128675919E+02;
1.403300000000000E+08;8.734606704483215E-01;1.439334633145380E+02;-1.175132906736299E+00;1.439334633145380E+02;
1.409150000000000E+08;8.721649761198542E-01;1.397719926094092E+02;-1.188027149016321E+00;1.397719926094092E+02;
1.415000000000000E+08;8.706148160202162E-01;1.356251286143106E+02;-1.203478926869620E+00;1.356251286143106E+02;
1.420850000000000E+08;8.689813755526727E-01;1.314982467583735E+02;-1.219790629401365E+00;1.314982467583735E+02;
1.426700000000000E+08;8.671265535072189E-01;1.273723202708091E+02;-1.238350288562176E+00;1.273723202708091E+02;
1.432550000000000E+08;8.654231257724282E-01;1.232270569464081E+02;-1.255430075947539E+00;1.232270569464081E+02;
1.438400000000000E+08;8.634751564036186E-01;1.190963077011828E+02;-1.275003065625469E+00;1.190963077011828E+02;
1.444250000000000E+08;8.613571590276188E-01;1.149520039914474E+02;-1.296334647302746E+00;1.149520039914474E+02;
1.450100000000000E+08;8.590868759918903E-01;1.107901171899868E+02;-1.319258309962021E+00;1.107901171899868E+02;
1.455950000000000E+08;8.565425965497603E-01;1.066292989855074E+02;-1.345020686975714E+00;1.066292989855074E+02;
1.461800000000000E+08;8.535404922916289E-01;1.024603707568722E+02;-1.375517419240977E+00;1.024603707568722E+02;
1.467650000000000E+08;8.504389322044511E-01;9.830568708883911E+01;-1.407137329654288E+00;9.830568708883911E+01;
1.473500000000000E+08;8.470267591184545E-01;9.413181169664183E+01;-1.442057385973492E+00;9.413181169664183E+01;
1.479350000000000E+08;8.438063620738181E-01;8.993736783344869E+01;-1.475144089555938E+00;8.993736783344869E+01;
1.485200000000000E+08;8.400472800626965E-01;8.575514413673777E+01;-1.513925400369902E+00;8.575514413673777E+01;
1.491050000000000E+08;8.359915415830531E-01;8.153618275045220E+01;-1.555962333095012E+00;8.153618275045220E+01;
1.496900000000000E+08;8.315897460114201E-01;7.728649212575948E+01;-1.601817488257093E+00;7.728649212575948E+01;
1.502750000000000E+08;8.268204370927735E-01;7.297564453761851E+01;-1.651775943098104E+00;7.297564453761851E+01;
1.508600000000000E+08;8.220299078420099E-01;6.861224498149336E+01;-1.702247625489448E+00;6.861224498149336E+01;
1.514450000000000E+08;8.169943711071780E-01;6.422324749686358E+01;-1.755618712815905E+00;6.422324749686358E+01;
1.520300000000000E+08;8.117051029398149E-01;5.984860438087313E+01;-1.812034474975079E+00;5.984860438087313E+01;
1.526150000000000E+08;8.063196681289384E-01;5.542574228265129E+01;-1.869854931119746E+00;5.542574228265129E+01;
1.532000000000000E+08;8.003241374801874E-01;5.096778556629000E+01;-1.934681694949206E+00;5.096778556629000E+01;
1.537850000000000E+08;7.933597689572054E-01;4.650596307059986E+01;-2.010596525003498E+00;4.650596307059986E+01;
1.543700000000000E+08;7.856502066549170E-01;4.203739025552088E+01;-2.095415418463187E+00;4.203739025552088E+01;
1.549550000000000E+08;7.771388876998584E-01;3.758955344720790E+01;-2.190027171693424E+00;3.758955344720790E+01;
1.555400000000000E+08;7.678107028531962E-01;3.319605418855306E+01;-2.294916767068631E+00;3.319605418855306E+01;
1.561250000000000E+08;7.580306040780624E-01;2.883306612079013E+01;-2.406265203614359E+00;2.883306612079013E+01;
1.567100000000000E+08;7.484080856697357E-01;2.451343255834424E+01;-2.517230582104917E+00;2.451343255834424E+01;
1.572950000000000E+08;7.388358177156440E-01;2.021991863694946E+01;-2.629041174782116E+00;2.021991863694946E+01;
1.578800000000000E+08;7.290070124891751E-01;1.593892569862963E+01;-2.745365881632126E+00;1.593892569862963E+01;
1.584650000000000E+08;7.188744321785184E-01;1.171469751988975E+01;-2.866939248655258E+00;1.171469751988975E+01;
1.590500000000000E+08;7.092262879980790E-01;7.476315251291992E+00;-2.984303506517756E+00;7.476315251291992E+00;
1.596350000000000E+08;7.001285471612672E-01;3.302681241283534E+00;-3.096444279789183E+00;3.302681241283534E+00;
1.602200000000000E+08;6.912125158120485E-01;-9.477572751203289E-01;-3.207768133416074E+00;-9.477572751203289E-01;
1.608050000000000E+08;6.814372521867991E-01;-5.237680819676644E+00;-3.331482570134060E+00;-5.237680819676644E+00;
1.613900000000000E+08;6.702376202901270E-01;-9.525454408782281E+00;-3.475423979257888E+00;-9.525454408782281E+00;
1.619750000000000E+08;6.574119094691795E-01;-1.371830657665127E+01;-3.643248652794075E+00;-1.371830657665127E+01;
1.625600000000000E+08;6.440790074694047E-01;-1.774969300743581E+01;-3.821217112325707E+00;-1.774969300743581E+01;
1.631450000000000E+08;6.309001729093936E-01;-2.162354520402026E+01;-4.000787071357736E+00;-2.162354520402026E+01;
1.637300000000000E+08;6.178751449546458E-01;-2.543602621457659E+01;-4.181985492897407E+00;-2.543602621457659E+01;
1.643150000000000E+08;6.042249046504681E-01;-2.912021777373195E+01;-4.376027563069875E+00;-2.912021777373195E+01;
1.649000000000000E+08;5.899299516633305E-01;-3.258929953312494E+01;-4.583991069263650E+00;-3.258929953312494E+01;
1.654850000000000E+08;5.760181437603770E-01;-3.571284132011576E+01;-4.791276733934679E+00;-3.571284132011576E+01;
1.660700000000000E+08;5.646119406827017E-01;-3.842698584473001E+01;-4.964998828501384E+00;-3.842698584473001E+01;
1.666550000000000E+08;5.579470553063359E-01;-4.093808403214193E+01;-5.068140203299438E+00;-4.093808403214193E+01;
1.672400000000000E+08;5.554202371762640E-01;-4.356966524272013E+01;-5.107566008680884E+00;-4.356966524272013E+01;
1.678250000000000E+08;5.555369238051997E-01;-4.630637670152345E+01;-5.105741406940155E+00;-4.630637670152345E+01;
1.684100000000000E+08;5.574890556852041E-01;-4.918155073679659E+01;-5.075273080472390E+00;-4.918155073679659E+01;
1.689950000000000E+08;5.613908892751366E-01;-5.220191507146947E+01;-5.014692794831052E+00;-5.220191507146947E+01;
1.695800000000000E+08;5.669740954570207E-01;-5.544765401143851E+01;-4.928735663661234E+00;-5.544765401143851E+01;
1.701650000000000E+08;5.733776278375919E-01;-5.899532386338800E+01;-4.831185128949810E+00;-5.899532386338800E+01;
1.707500000000000E+08;5.793491492202867E-01;-6.283173166524617E+01;-4.741192529286223E+00;-6.283173166524617E+01;
1.713350000000000E+08;5.834669810069504E-01;-6.689480636786662E+01;-4.679674321840205E+00;-6.689480636786662E+01;
1.719200000000000E+08;5.863711254536186E-01;-7.100782392716744E+01;-4.636548474190871E+00;-7.100782392716744E+01;
1.725050000000000E+08;5.870965933713543E-01;-7.513641425787247E+01;-4.625808792184935E+00;-7.513641425787247E+01;
1.730900000000000E+08;5.867485456442416E-01;-7.915254667328161E+01;-4.630959564010944E+00;-7.915254667328161E+01;
1.736750000000000E+08;5.862639613537518E-01;-8.302723454430402E+01;-4.638136036353505E+00;-8.302723454430402E+01;
1.742600000000000E+08;5.869900971190103E-01;-8.680782659446380E+01;-4.627384510068046E+00;-8.680782659446380E+01;
1.748450000000000E+08;5.896113226663912E-01;-9.048619264315435E+01;-4.588683700934028E+00;-9.048619264315435E+01;
1.754300000000000E+08;5.932400721425450E-01;-9.432765671853262E+01;-4.535390419137439E+00;-9.432765671853262E+01;
1.760150000000000E+08;5.964619260639086E-01;-9.813766553491232E+01;-4.488345468308202E+00;-9.813766553491232E+01;
1.766000000000000E+08;6.014392819549998E-01;-1.020704880875832E+02;-4.416164202489782E+00;-1.020704880875832E+02;
1.771850000000000E+08;6.049837810427631E-01;-1.060212303127300E+02;-4.365125363084432E+00;-1.060212303127300E+02;
1.777700000000000E+08;6.089078716479790E-01;-1.099831639505953E+02;-4.308968231467157E+00;-1.099831639505953E+02;
1.783550000000000E+08;6.146401048458990E-01;-1.139254559865831E+02;-4.227582114751767E+00;-1.139254559865831E+02;
1.789400000000000E+08;6.216060397761506E-01;-1.180180877434307E+02;-4.129695488109676E+00;-1.180180877434307E+02;
1.795250000000000E+08;6.284829271008822E-01;-1.222504484202928E+02;-4.034130310764501E+00;-1.222504484202928E+02;
1.801100000000000E+08;6.352648468931136E-01;-1.265646468479655E+02;-3.940903523634371E+00;-1.265646468479655E+02;
1.806950000000000E+08;6.419975352183338E-01;-1.309580040262731E+02;-3.849332785760989E+00;-1.309580040262731E+02;
1.812800000000000E+08;6.470825943972430E-01;-1.353021941797350E+02;-3.780805638508591E+00;-1.353021941797350E+02;
1.818650000000000E+08;6.523481399437679E-01;-1.396358536757822E+02;-3.710411431834252E+00;-1.396358536757822E+02;
1.824500000000000E+08;6.581365060298602E-01;-1.439563487254701E+02;-3.633680374925317E+00;-1.439563487254701E+02;
1.830350000000000E+08;6.648609907671951E-01;-1.482996505914136E+02;-3.545382951185539E+00;-1.482996505914136E+02;
1.836200000000000E+08;6.725574681335827E-01;-1.527745058231355E+02;-3.445412010095605E+00;-1.527745058231355E+02;
1.842050000000000E+08;6.804920015764396E-01;-1.574021976235831E+02;-3.343539501545940E+00;-1.574021976235831E+02;
1.847900000000000E+08;6.874442706572240E-01;-1.622284002456167E+02;-3.255250064195640E+00;-1.622284002456167E+02;
1.853750000000000E+08;6.923817344374958E-01;-1.671556755144879E+02;-3.193087953357427E+00;-1.671556755144879E+02;
1.859600000000000E+08;6.952446671479462E-01;-1.720742534059169E+02;-3.157246673860086E+00;-1.720742534059169E+02;
1.865450000000000E+08;6.967011000735975E-01;-1.769516127297757E+02;-3.139070074495469E+00;-1.769516127297757E+02;
1.871300000000000E+08;6.972449839095439E-01;1.782155954755233E+02;-3.132292028674374E+00;1.782155954755233E+02;
1.877150000000000E+08;6.972380163428058E-01;1.734481628769629E+02;-3.132378827173492E+00;1.734481628769629E+02;
1.883000000000000E+08;6.969455027723022E-01;1.686932314273944E+02;-3.136023599319308E+00;1.686932314273944E+02;
1.888850000000000E+08;6.963764001359076E-01;1.639781691259669E+02;-3.143119106763824E+00;1.639781691259669E+02;
1.894700000000000E+08;6.957194055903834E-01;1.592829034900008E+02;-3.151317655334178E+00;1.592829034900008E+02;
1.900550000000000E+08;6.944618160149323E-01;1.546005185859100E+02;-3.167032566559060E+00;1.546005185859100E+02;
1.906400000000000E+08;6.932886475649298E-01;1.499211751466474E+02;-3.181718224216492E+00;1.499211751466474E+02;
1.912250000000000E+08;6.917542028410393E-01;1.453070256165779E+02;-3.200963871347673E+00;1.453070256165779E+02;
1.918100000000000E+08;6.901196378910234E-01;1.407255350529978E+02;-3.221512284618408E+00;1.407255350529978E+02;
1.923950000000000E+08;6.891245612400627E-01;1.361726254133715E+02;-3.234045420486185E+00;1.361726254133715E+02;
1.929800000000000E+08;6.891131805669721E-01;1.316178960947150E+02;-3.234188866377232E+00;1.316178960947150E+02;
1.935650000000000E+08;6.897871607497900E-01;1.269668707484899E+02;-3.225697871376384E+00;1.269668707484899E+02;
1.941500000000000E+08;6.899856236476192E-01;1.222648134447190E+02;-3.223199160198462E+00;1.222648134447190E+02;
1.947350000000000E+08;6.901270579856158E-01;1.174741296942384E+02;-3.221418895338177E+00;1.174741296942384E+02;
1.953200000000000E+08;6.894811205364970E-01;1.126591615578290E+02;-3.229552424688693E+00;1.126591615578290E+02;
1.959050000000000E+08;6.883123389338180E-01;1.077828818210215E+02;-3.244288901157262E+00;1.077828818210215E+02;
1.964900000000000E+08;6.860731377470302E-01;1.028779318976042E+02;-3.272591690912940E+00;1.028779318976042E+02;
1.970750000000000E+08;6.828202163735176E-01;9.797424897500723E+01;-3.313872582736938E+00;9.797424897500723E+01;
1.976600000000000E+08;6.789292262594600E-01;9.310655373800883E+01;-3.363509911944233E+00;9.310655373800883E+01;
1.982450000000000E+08;6.745253856616558E-01;8.822856594614281E+01;-3.420034021537177E+00;8.822856594614281E+01;
1.988300000000000E+08;6.692702465354881E-01;8.340487966979614E+01;-3.487969636271833E+00;8.340487966979614E+01;
1.994150000000000E+08;6.642683491379263E-01;7.863004741553144E+01;-3.553128804013168E+00;7.863004741553144E+01;
2.000000000000000E+08;6.585404078518209E-01;7.386053483984750E+01;-3.628351433978271E+00;7.386053483984750E+01;
