# Version 1.00
#
# Ref Impedances: Z01: 50
# 
freq[Hz];mag:Smith_S11[U];ang:Smith_S11[°];Magnitude_S11[dB];Phase_S11[°];
8.050000000000000E+07;9.357544147557261E-01;-1.491246781212623E+02;-5.767623053869634E-01;-1.491246781212623E+02;
8.085000000000000E+07;9.354774621530713E-01;-1.513422587100850E+02;-5.793334242193058E-01;-1.513422587100850E+02;
8.120000000000000E+07;9.349703482842231E-01;-1.535534798082079E+02;-5.840432431002097E-01;-1.535534798082079E+02;
8.155000000000000E+07;9.344353071598197E-01;-1.557634564212739E+02;-5.890152065387024E-01;-1.557634564212739E+02;
8.190000000000000E+07;9.342096533801234E-01;-1.579379951845036E+02;-5.911129874203256E-01;-1.579379951845036E+02;
8.225000000000000E+07;9.338315813048684E-01;-1.600959607103428E+02;-5.946288545272854E-01;-1.600959607103428E+02;
8.260000000000000E+07;9.335085607301118E-01;-1.622812417523729E+02;-5.976339000762860E-01;-1.622812417523729E+02;
8.295000000000000E+07;9.332115368563380E-01;-1.644530281877189E+02;-6.003980173240498E-01;-1.644530281877189E+02;
8.330000000000000E+07;9.328351460799007E-01;-1.666283132429178E+02;-6.039019905302425E-01;-1.666283132429178E+02;
8.365000000000000E+07;9.323824637809990E-01;-1.688591715573265E+02;-6.081180654222853E-01;-1.688591715573265E+02;
8.400000000000000E+07;9.317976152958634E-01;-1.710827173049287E+02;-6.135681071007261E-01;-1.710827173049287E+02;
8.435000000000000E+07;9.314511929014108E-01;-1.732868895325843E+02;-6.167979352458481E-01;-1.732868895325843E+02;
8.470000000000000E+07;9.311231155659080E-01;-1.754738548707890E+02;-6.198578330930840E-01;-1.754738548707890E+02;
8.505000000000000E+07;9.308422892268734E-01;-1.776418771350252E+02;-6.224778888691300E-01;-1.776418771350252E+02;
8.540000000000000E+07;9.304625244774694E-01;-1.798265110099349E+02;-6.260222785072334E-01;-1.798265110099349E+02;
8.575000000000000E+07;9.301204519426187E-01;1.780011686440580E+02;-6.292161208212370E-01;1.780011686440580E+02;
8.610000000000000E+07;9.297846207337233E-01;1.758375455273946E+02;-6.323528323577972E-01;1.758375455273946E+02;
8.645000000000000E+07;9.294291141159432E-01;1.736549034293293E+02;-6.356745497347644E-01;1.736549034293293E+02;
8.680000000000000E+07;9.290684911201155E-01;1.714840774320780E+02;-6.390453709542216E-01;1.714840774320780E+02;
8.715000000000000E+07;9.285557381495615E-01;1.693207543419439E+02;-6.438404374232708E-01;1.693207543419439E+02;
8.750000000000000E+07;9.282707204871236E-01;1.671383203822812E+02;-6.465069569235327E-01;1.671383203822812E+02;
