# Version 1.00
#
freq[Hz];re:Smith_S11;im:Smith_S11;re:Magnitude_Z<-S11[Ohm];im:Magnitude_Z<-S11[Ohm];re:Phase_S11;im:Phase_S11;
8.000000000000000E+07;-7.990166346415426E-01;-4.465811855398080E-01;2.359467236982812E+00;-1.299751903493854E+01;-7.990166346415426E-01;-4.465811855398080E-01;
8.050000000000000E+07;-8.222404167302539E-01;-4.002225663043936E-01;2.352124510311292E+00;-1.149820925418840E+01;-8.222404167302539E-01;-4.002225663043936E-01;
8.100000000000000E+07;-8.425897737041196E-01;-3.531696433386421E-01;2.348295110176929E+00;-1.003361083258455E+01;-8.425897737041196E-01;-3.531696433386421E-01;
8.150000000000000E+07;-8.601708338054174E-01;-3.057713340561697E-01;2.344156014485042E+00;-8.604232538067848E+00;-8.601708338054174E-01;-3.057713340561697E-01;
8.200000000000000E+07;-8.748742333148718E-01;-2.576019846642998E-01;2.348676833143604E+00;-7.192548069171270E+00;-8.748742333148718E-01;-2.576019846642998E-01;
8.250000000000000E+07;-8.871032348876033E-01;-2.088881849276810E-01;2.349837866997029E+00;-5.794734708271909E+00;-8.871032348876033E-01;-2.088881849276810E-01;
8.300000000000000E+07;-8.966469547904433E-01;-1.592932154992475E-01;2.355322659069421E+00;-4.397153446928787E+00;-8.966469547904433E-01;-1.592932154992475E-01;
8.350000000000000E+07;-9.035222931050125E-01;-1.082647131152249E-01;2.364795315172531E+00;-2.978299525395612E+00;-9.035222931050125E-01;-1.082647131152249E-01;
8.400000000000000E+07;-9.075438986620549E-01;-5.754490600971999E-02;2.375768616566508E+00;-1.580020614121197E+00;-9.075438986620549E-01;-5.754490600971999E-02;
8.450000000000000E+07;-9.087133776994850E-01;-7.285497807663035E-03;2.390549710145790E+00;-1.999730496548253E-01;-9.087133776994850E-01;-7.285497807663035E-03;
8.500000000000000E+07;-9.071078488996451E-01;4.295758742351403E-02;2.408828512206675E+00;1.180508398555463E+00;-9.071078488996451E-01;4.295758742351403E-02;
8.550000000000000E+07;-9.025238771351313E-01;9.273228291669437E-02;2.437180301373574E+00;2.555878271752858E+00;-9.025238771351313E-01;9.273228291669437E-02;
8.600000000000000E+07;-8.952405958054279E-01;1.423037523471171E-01;2.467949529874970E+00;3.939545254879552E+00;-8.952405958054279E-01;1.423037523471171E-01;
8.650000000000000E+07;-8.853666610654195E-01;1.912458439217358E-01;2.499885576445002E+00;5.325428273558191E+00;-8.853666610654195E-01;1.912458439217358E-01;
8.700000000000000E+07;-8.729164271827118E-01;2.394238109218876E-01;2.534166468887741E+00;6.715692252486665E+00;-8.729164271827118E-01;2.394238109218876E-01;
8.750000000000000E+07;-8.578687315879011E-01;2.870809523351598E-01;2.569907372861957E+00;8.123189123202224E+00;-8.578687315879011E-01;2.870809523351598E-01;
8.800000000000000E+07;-8.399315193553514E-01;3.338778802790521E-01;2.617241899805919E+00;9.548036438765099E+00;-8.399315193553514E-01;3.338778802790521E-01;
8.850000000000000E+07;-8.194773118713607E-01;3.794598237230620E-01;2.669964508182285E+00;1.098454776950130E+01;-8.194773118713607E-01;3.794598237230620E-01;
8.900000000000000E+07;-7.964224805846780E-01;4.237696964241812E-01;2.731817968112054E+00;1.243924897052562E+01;-7.964224805846780E-01;4.237696964241812E-01;
8.950000000000000E+07;-7.708810510152904E-01;4.669603972495391E-01;2.797948416809505E+00;1.392219480384579E+01;-7.708810510152904E-01;4.669603972495391E-01;
9.000000000000000E+07;-7.434305145921384E-01;5.082744014334268E-01;2.864983987807895E+00;1.541209578947673E+01;-7.434305145921384E-01;5.082744014334268E-01;
9.050000000000000E+07;-7.131033880555809E-01;5.482530536635449E-01;2.950296324184775E+00;1.694594842000395E+01;-7.131033880555809E-01;5.482530536635449E-01;
9.100000000000000E+07;-6.810690860920572E-01;5.867544840493177E-01;3.025985601898706E+00;1.850800486455726E+01;-6.810690860920572E-01;5.867544840493177E-01;
9.150000000000000E+07;-6.466509637239900E-01;6.231372245114621E-01;3.121896020965892E+00;2.010276104441022E+01;-6.466509637239900E-01;6.231372245114621E-01;
9.200000000000000E+07;-6.102818642511921E-01;6.576430083158530E-01;3.223625686199668E+00;2.173665746774453E+01;-6.102818642511921E-01;6.576430083158530E-01;
9.250000000000000E+07;-5.721400686859689E-01;6.899219886543912E-01;3.335972894750977E+00;2.340609543596178E+01;-5.721400686859689E-01;6.899219886543912E-01;
9.300000000000000E+07;-5.321992941936280E-01;7.202958789865886E-01;3.452650667238605E+00;2.512840473326581E+01;-5.321992941936280E-01;7.202958789865886E-01;
9.350000000000000E+07;-4.905864788980608E-01;7.483700678639713E-01;3.581486252405190E+00;2.690134458525920E+01;-4.905864788980608E-01;7.483700678639713E-01;
9.400000000000000E+07;-4.473136020939712E-01;7.737672544807315E-01;3.734914142725874E+00;2.872792525809153E+01;-4.473136020939712E-01;7.737672544807315E-01;
9.450000000000000E+07;-4.024014406216204E-01;7.972478038884235E-01;3.890143051571077E+00;3.063587711379856E+01;-4.024014406216204E-01;7.972478038884235E-01;
9.500000000000000E+07;-3.561221484689404E-01;8.176440845254678E-01;4.080284361688538E+00;3.260652047288832E+01;-3.561221484689404E-01;8.176440845254678E-01;
9.550000000000000E+07;-3.088317304119700E-01;8.354482417374395E-01;4.285524163555152E+00;3.465131892849368E+01;-3.088317304119700E-01;8.354482417374395E-01;
9.600000000000000E+07;-2.604679540317915E-01;8.503384743988484E-01;4.521929907150398E+00;3.678165283792520E+01;-2.604679540317915E-01;8.503384743988484E-01;
9.650000000000000E+07;-2.113942095211841E-01;8.625192324297016E-01;4.779135253452454E+00;3.900304072829100E+01;-2.113942095211841E-01;8.625192324297016E-01;
9.700000000000000E+07;-1.615761718224636E-01;8.716628088931633E-01;5.075663327175818E+00;4.132953874397981E+01;-1.615761718224636E-01;8.716628088931633E-01;
9.750000000000000E+07;-1.111227857177894E-01;8.780993216725159E-01;5.399572789776975E+00;4.378123454306143E+01;-1.111227857177894E-01;8.780993216725159E-01;
9.800000000000000E+07;-6.028589258206873E-02;8.811396839725218E-01;5.786512873345559E+00;4.636080765296417E+01;-6.028589258206873E-02;8.811396839725218E-01;
9.850000000000000E+07;-9.244593804353036E-03;8.813838817361158E-01;6.212417150238612E+00;4.909089306377956E+01;-9.244593804353036E-03;8.813838817361158E-01;
9.900000000000000E+07;4.148403630666245E-02;8.783994998228150E-01;6.705561900485387E+00;5.196589216796186E+01;4.148403630666245E-02;8.783994998228150E-01;
9.950000000000000E+07;9.205065822709099E-02;8.726214183519934E-01;7.253522273023973E+00;5.502581202821059E+01;9.205065822709099E-02;8.726214183519934E-01;
1.000000000000000E+08;1.422872821671060E-01;8.635371283840788E-01;7.900063982899157E+00;5.829324195095860E+01;1.422872821671060E-01;8.635371283840788E-01;
1.005000000000000E+08;1.923800865125543E-01;8.520984672088082E-01;8.594441364072591E+00;6.182144947080823E+01;1.923800865125543E-01;8.520984672088082E-01;
1.010000000000000E+08;2.422573441307957E-01;8.375611105814683E-01;9.398998438816562E+00;6.565591987529552E+01;2.422573441307957E-01;8.375611105814683E-01;
1.015000000000000E+08;2.914531413766506E-01;8.194619357740216E-01;1.037603213294391E+01;6.982722393568216E+01;2.914531413766506E-01;8.194619357740216E-01;
1.020000000000000E+08;3.401856133914649E-01;7.972396639935423E-01;1.161041928532566E+01;7.444255682572125E+01;3.401856133914649E-01;7.972396639935423E-01;
1.025000000000000E+08;3.873004593324960E-01;7.706602258505952E-01;1.320934894673683E+01;7.950541481080778E+01;3.873004593324960E-01;7.706602258505952E-01;
1.030000000000000E+08;4.321744878045849E-01;7.398596545753749E-01;1.528094766453133E+01;8.505912177614775E+01;4.321744878045849E-01;7.398596545753749E-01;
1.035000000000000E+08;4.736708533331483E-01;7.052823650578067E-01;1.796205657288701E+01;9.106932477037570E+01;4.736708533331483E-01;7.052823650578067E-01;
1.040000000000000E+08;5.115335208983463E-01;6.671546075694710E-01;2.144510962888161E+01;9.758076780391495E+01;5.115335208983463E-01;6.671546075694710E-01;
1.045000000000000E+08;5.451716555939492E-01;6.266463769893889E-01;2.586105030719316E+01;1.045186671285650E+02;5.451716555939492E-01;6.266463769893889E-01;
1.050000000000000E+08;5.744813020325875E-01;5.844133779081711E-01;3.142259810619202E+01;1.118269439735485E+02;5.744813020325875E-01;5.844133779081711E-01;
1.055000000000000E+08;5.999896891746722E-01;5.392297416889548E-01;3.873796657323499E+01;1.196222934717883E+02;5.999896891746722E-01;5.392297416889548E-01;
1.060000000000000E+08;6.201694524019703E-01;4.920125611134070E-01;4.831316216367031E+01;1.273497116364004E+02;6.201694524019703E-01;4.920125611134070E-01;
1.065000000000000E+08;6.334473814829797E-01;4.434111188869905E-01;6.074959058886171E+01;1.339714883990197E+02;6.334473814829797E-01;4.434111188869905E-01;
1.070000000000000E+08;6.381153370316972E-01;3.947825314783651E-01;7.617409549833748E+01;1.376442107804651E+02;6.381153370316972E-01;3.947825314783651E-01;
1.075000000000000E+08;6.331793456623791E-01;3.511792193239835E-01;9.224237172003711E+01;1.361770785389262E+02;6.331793456623791E-01;3.511792193239835E-01;
1.080000000000000E+08;6.224148602868639E-01;3.171590853998897E-01;1.052823172328493E+02;1.304320338182860E+02;6.224148602868639E-01;3.171590853998897E-01;
1.085000000000000E+08;6.118340100427268E-01;2.926287482551495E-01;1.142652261225959E+02;1.238354949834616E+02;6.118340100427268E-01;2.926287482551495E-01;
1.090000000000000E+08;6.029092989764365E-01;2.748109217932411E-01;1.202775216149191E+02;1.178424036499603E+02;6.029092989764365E-01;2.748109217932411E-01;
1.095000000000000E+08;5.955341890156415E-01;2.646092485698262E-01;1.231367198908550E+02;1.132693446664033E+02;5.955341890156415E-01;2.646092485698262E-01;
1.100000000000000E+08;5.957270726484046E-01;2.643198775340114E-01;1.232833944439364E+02;1.132953569217484E+02;5.957270726484046E-01;2.643198775340114E-01;
1.105000000000000E+08;6.104488173019127E-01;2.665721091890185E-01;1.248349538608190E+02;1.196405619611846E+02;6.104488173019127E-01;2.665721091890185E-01;
1.110000000000000E+08;6.371038105327474E-01;2.623610930899197E-01;1.309712468115239E+02;1.308358023847522E+02;6.371038105327474E-01;2.623610930899197E-01;
1.115000000000000E+08;6.710901155136706E-01;2.473536329902695E-01;1.442011936324713E+02;1.460472094083117E+02;6.710901155136706E-01;2.473536329902695E-01;
