# Version 1.00
#
freq[Hz];re:Smith_S11;im:Smith_S11;re:Magnitude_Z<-S11[Ohm];im:Magnitude_Z<-S11[Ohm];re:Phase_S11;im:Phase_S11;
8.000000000000000E+07;-8.289577352308564E-01;-3.827289731727473E-01;2.382133367680753E+00;-1.096152181662078E+01;-8.289577352308564E-01;-3.827289731727473E-01;
8.050000000000000E+07;-8.488294145194507E-01;-3.337661713536684E-01;2.381150749172988E+00;-9.456284067827328E+00;-8.488294145194507E-01;-3.337661713536684E-01;
8.100000000000000E+07;-8.656564423246838E-01;-2.846362988236354E-01;2.381187249897881E+00;-7.991603881913425E+00;-8.656564423246838E-01;-2.846362988236354E-01;
8.150000000000000E+07;-8.793983922644918E-01;-2.350644592539327E-01;2.388965165031913E+00;-6.552513728903020E+00;-8.793983922644918E-01;-2.350644592539327E-01;
8.200000000000000E+07;-8.905177558813356E-01;-1.854917100818582E-01;2.391196436746815E+00;-5.140460908158068E+00;-8.905177558813356E-01;-1.854917100818582E-01;
8.250000000000000E+07;-8.990285225343505E-01;-1.351762714449182E-01;2.393035852423761E+00;-3.729430681093130E+00;-8.990285225343505E-01;-1.351762714449182E-01;
8.300000000000000E+07;-9.049400562032031E-01;-8.399095960847139E-02;2.393236255325966E+00;-2.310076989429828E+00;-9.049400562032031E-01;-8.399095960847139E-02;
8.350000000000000E+07;-9.076204565299710E-01;-3.159371551778428E-02;2.406954279830895E+00;-8.679558866140157E-01;-9.076204565299710E-01;-3.159371551778428E-02;
8.400000000000000E+07;-9.071870771974615E-01;2.039041352424737E-02;2.427248483043274E+00;5.605183095507321E-01;-9.071870771974615E-01;2.039041352424737E-02;
8.450000000000000E+07;-9.041367149680363E-01;7.169116626368804E-02;2.442897595298997E+00;1.974486632866201E+00;-9.041367149680363E-01;7.169116626368804E-02;
8.500000000000000E+07;-8.980862993274561E-01;1.227820583996244E-01;2.465106118719354E+00;3.393825520838325E+00;-8.980862993274561E-01;1.227820583996244E-01;
8.550000000000000E+07;-8.889246970181485E-01;1.732527188911601E-01;2.498523196407341E+00;4.815179713572681E+00;-8.889246970181485E-01;1.732527188911601E-01;
8.600000000000000E+07;-8.771669712343968E-01;2.232038772067411E-01;2.529093315099437E+00;6.245953329540481E+00;-8.771669712343968E-01;2.232038772067411E-01;
8.650000000000000E+07;-8.623695080163386E-01;2.725355891112910E-01;2.569274825704865E+00;7.692887057110873E+00;-8.623695080163386E-01;2.725355891112910E-01;
8.700000000000000E+07;-8.449315947836030E-01;3.208767799996673E-01;2.611100046647839E+00;9.150301519547018E+00;-8.449315947836030E-01;3.208767799996673E-01;
8.750000000000000E+07;-8.245886448035296E-01;3.681801335633122E-01;2.662539373786602E+00;1.062666965271603E+01;-8.245886448035296E-01;3.681801335633122E-01;
8.800000000000000E+07;-8.014093767943035E-01;4.143596316835939E-01;2.722587789481572E+00;1.212723345358164E+01;-8.014093767943035E-01;4.143596316835939E-01;
8.850000000000000E+07;-7.754864584948611E-01;4.592393901150464E-01;2.790749555229626E+00;1.365461928107968E+01;-7.754864584948611E-01;4.592393901150464E-01;
8.900000000000000E+07;-7.471509949564018E-01;5.024361160361547E-01;2.864214267244111E+00;1.520240126377858E+01;-7.471509949564018E-01;5.024361160361547E-01;
8.950000000000000E+07;-7.159403204504405E-01;5.439509476985988E-01;2.955664985117763E+00;1.678687994644406E+01;-7.159403204504405E-01;5.439509476985988E-01;
9.000000000000000E+07;-6.825335002380237E-01;5.835511488941874E-01;3.052484216060816E+00;1.840013177246894E+01;-6.825335002380237E-01;5.835511488941874E-01;
9.050000000000000E+07;-6.464630125749594E-01;6.211714073898272E-01;3.168405283544251E+00;2.005917708834548E+01;-6.464630125749594E-01;6.211714073898272E-01;
9.100000000000000E+07;-6.087184570171974E-01;6.569922075060525E-01;3.275635398995471E+00;2.175749097326323E+01;-6.087184570171974E-01;6.569922075060525E-01;
9.150000000000000E+07;-5.682405539576000E-01;6.904134885537472E-01;3.413292363737211E+00;2.351505157989051E+01;-5.682405539576000E-01;6.904134885537472E-01;
9.200000000000000E+07;-5.263108466297816E-01;7.213629320662016E-01;3.554967984641783E+00;2.531107527501139E+01;-5.263108466297816E-01;7.213629320662016E-01;
9.250000000000000E+07;-4.821946221629246E-01;7.497725778438266E-01;3.721003557914452E+00;2.717493014729575E+01;-4.821946221629246E-01;7.497725778438266E-01;
9.300000000000000E+07;-4.363153416897528E-01;7.756630948905410E-01;3.902488052342970E+00;2.910932543252876E+01;-4.363153416897528E-01;7.756630948905410E-01;
9.350000000000000E+07;-3.889454278598556E-01;7.982413862068505E-01;4.121250518988878E+00;3.110404568168892E+01;-3.889454278598556E-01;7.982413862068505E-01;
9.400000000000000E+07;-3.400407270397455E-01;8.189764072067556E-01;4.331155110134095E+00;3.320491184606424E+01;-3.400407270397455E-01;8.189764072067556E-01;
9.450000000000000E+07;-2.895512113559100E-01;8.362757005412274E-01;4.588813997719207E+00;3.540091953359257E+01;-2.895512113559100E-01;8.362757005412274E-01;
9.500000000000000E+07;-2.375902031145742E-01;8.501957980329959E-01;4.895135971649895E+00;3.771168664562055E+01;-2.375902031145742E-01;8.501957980329959E-01;
9.550000000000000E+07;-1.847331848563411E-01;8.606288630901835E-01;5.250997090133902E+00;4.013612804814520E+01;-1.847331848563411E-01;8.606288630901835E-01;
9.600000000000000E+07;-1.308615184194013E-01;8.674792646923212E-01;5.669947119983173E+00;4.270418968770074E+01;-1.308615184194013E-01;8.674792646923212E-01;
9.650000000000000E+07;-7.656916238515894E-02;8.708596872272225E-01;6.147409106102590E+00;4.541883312394744E+01;-7.656916238515894E-02;8.708596872272225E-01;
9.700000000000000E+07;-2.145187881898815E-02;8.702063501754832E-01;6.727691488420950E+00;4.832806947410547E+01;-2.145187881898815E-02;8.702063501754832E-01;
9.750000000000000E+07;3.380920097653400E-02;8.654170000432104E-01;7.426883367090941E+00;5.143725356897355E+01;3.380920097653400E-02;8.654170000432104E-01;
9.800000000000000E+07;8.860799501823734E-02;8.559913028024828E-01;8.297132266600121E+00;5.475342983674105E+01;8.860799501823734E-02;8.559913028024828E-01;
9.850000000000000E+07;1.418980165232904E-01;8.420079120905120E-01;9.371222816366997E+00;5.825769002342201E+01;1.418980165232904E-01;8.420079120905120E-01;
9.900000000000000E+07;1.954302518739376E-01;8.246924840956112E-01;1.061016560449643E+01;6.212605948737059E+01;1.954302518739376E-01;8.246924840956112E-01;
9.950000000000000E+07;2.470774836611410E-01;8.027142654972864E-01;1.216117016930554E+01;6.627196952156106E+01;2.470774836611410E-01;8.027142654972864E-01;
1.000000000000000E+08;2.968263884430264E-01;7.766247264024850E-01;1.406470410054112E+01;7.075668437553085E+01;2.968263884430264E-01;7.766247264024850E-01;
1.005000000000000E+08;3.451959864006184E-01;7.466192104682443E-01;1.639610041230905E+01;7.570601743186272E+01;3.451959864006184E-01;7.466192104682443E-01;
1.010000000000000E+08;3.918641880174607E-01;7.111125686814591E-01;1.946073003509327E+01;8.122264333803575E+01;3.918641880174607E-01;7.111125686814591E-01;
1.015000000000000E+08;4.357528869699882E-01;6.683088011993773E-01;2.375668781049708E+01;8.735931912237932E+01;4.357528869699882E-01;6.683088011993773E-01;
1.020000000000000E+08;4.728552321945019E-01;6.178633752831556E-01;2.991440173981566E+01;9.366721441293910E+01;4.728552321945019E-01;6.178633752831556E-01;
1.025000000000000E+08;5.002550759884369E-01;5.611995511443745E-01;3.849899770458843E+01;9.938189544751211E+01;5.002550759884369E-01;5.611995511443745E-01;
1.030000000000000E+08;5.147350173618919E-01;5.018750991790319E-01;4.956998259546839E+01;1.029781597235549E+02;5.147350173618919E-01;5.018750991790319E-01;
1.035000000000000E+08;5.149146899331696E-01;4.442091026285002E-01;6.212488445585858E+01;1.026765669312874E+02;5.149146899331696E-01;4.442091026285002E-01;
