# Version 1.00
#
freq[Hz];re:Smith_S11;im:Smith_S11;re:Magnitude_Z<-S11[Ohm];im:Magnitude_Z<-S11[Ohm];re:Phase_S11;im:Phase_S11;
8.000000000000000E+07;-7.930490912384517E-01;-4.692635427656736E-01;2.195845994028646E+00;-1.366031065657647E+01;-7.930490912384517E-01;-4.692635427656736E-01;
8.050000000000000E+07;-8.176659528499834E-01;-4.235868814823755E-01;2.181767294507531E+00;-1.216038185886828E+01;-8.176659528499834E-01;-4.235868814823755E-01;
8.100000000000000E+07;-8.393375686807951E-01;-3.768501834827289E-01;2.177143285395841E+00;-1.069024324600116E+01;-8.393375686807951E-01;-3.768501834827289E-01;
8.150000000000000E+07;-8.582268252700165E-01;-3.297974053092264E-01;2.171395768759823E+00;-9.259359902630596E+00;-8.582268252700165E-01;-3.297974053092264E-01;
8.200000000000000E+07;-8.744893677546065E-01;-2.820868944531396E-01;2.166477175284474E+00;-7.850393709388605E+00;-8.744893677546065E-01;-2.820868944531396E-01;
8.250000000000000E+07;-8.879733079483623E-01;-2.336827015678668E-01;2.167637418107513E+00;-6.457016312123478E+00;-8.879733079483623E-01;-2.336827015678668E-01;
8.300000000000000E+07;-8.990351394808446E-01;-1.840082454367151E-01;2.168521862789575E+00;-5.054902869055440E+00;-8.990351394808446E-01;-1.840082454367151E-01;
8.350000000000000E+07;-9.071487715181378E-01;-1.330525487184979E-01;2.180323386240230E+00;-3.640368870629910E+00;-9.071487715181378E-01;-1.330525487184979E-01;
8.400000000000000E+07;-9.124477629460740E-01;-8.266009253983997E-02;2.191508134263294E+00;-2.255828878445378E+00;-9.124477629460740E-01;-8.266009253983997E-02;
8.450000000000000E+07;-9.150747638475383E-01;-3.235154852063760E-02;2.202385174651360E+00;-8.818600864844335E-01;-9.150747638475383E-01;-3.235154852063760E-02;
8.500000000000000E+07;-9.149909817399828E-01;1.786123701400179E-02;2.215024668083370E+00;4.870127014599273E-01;-9.149909817399828E-01;1.786123701400179E-02;
8.550000000000000E+07;-9.120320089247667E-01;6.795966719041675E-02;2.234391097472183E+00;1.856575527140118E+00;-9.120320089247667E-01;6.795966719041675E-02;
8.600000000000000E+07;-9.061125476015627E-01;1.174045998981633E-01;2.264518741677470E+00;3.219167157499524E+00;-9.061125476015627E-01;1.174045998981633E-01;
8.650000000000000E+07;-8.978434673214880E-01;1.668296939291150E-01;2.287346281482171E+00;4.596312671042675E+00;-8.978434673214880E-01;1.668296939291150E-01;
8.700000000000000E+07;-8.868139895410784E-01;2.154298772933322E-01;2.317371121407129E+00;5.973415982428555E+00;-8.868139895410784E-01;2.154298772933322E-01;
8.750000000000000E+07;-8.731572407531977E-01;2.634851033990823E-01;2.349990751304034E+00;7.363739907121729E+00;-8.731572407531977E-01;2.634851033990823E-01;
8.800000000000000E+07;-8.568188749593709E-01;3.106210396256021E-01;2.389439557539993E+00;8.764054696030485E+00;-8.568188749593709E-01;3.106210396256021E-01;
8.850000000000000E+07;-8.378883207494356E-01;3.568538237502255E-01;2.433521265499035E+00;1.018076144509818E+01;-8.378883207494356E-01;3.568538237502255E-01;
8.900000000000000E+07;-8.164843904027760E-01;4.017760704973070E-01;2.483780188740471E+00;1.160853739260645E+01;-8.164843904027760E-01;4.017760704973070E-01;
8.950000000000000E+07;-7.925666998335722E-01;4.454335298882362E-01;2.541645972507539E+00;1.305603347080192E+01;-7.925666998335722E-01;4.454335298882362E-01;
9.000000000000000E+07;-7.664180434489647E-01;4.877462039419659E-01;2.601255340444145E+00;1.452434360599587E+01;-7.664180434489647E-01;4.877462039419659E-01;
9.050000000000000E+07;-7.378747844256042E-01;5.287947926910488E-01;2.665542252772976E+00;1.602489704499705E+01;-7.378747844256042E-01;5.287947926910488E-01;
9.100000000000000E+07;-7.070517279146267E-01;5.682588084424366E-01;2.736528627925273E+00;1.755541231085296E+01;-7.070517279146267E-01;5.682588084424366E-01;
9.150000000000000E+07;-6.742770179082057E-01;6.057152258014489E-01;2.814735809685826E+00;1.910716642731917E+01;-6.742770179082057E-01;6.057152258014489E-01;
9.200000000000000E+07;-6.394364902616890E-01;6.415395349367210E-01;2.896566206598564E+00;2.069933095030350E+01;-6.394364902616890E-01;6.415395349367210E-01;
9.250000000000000E+07;-6.027899685337172E-01;6.751302401033377E-01;2.989407693500354E+00;2.232029912925797E+01;-6.027899685337172E-01;6.751302401033377E-01;
9.300000000000000E+07;-5.643647921355950E-01;7.070412329792188E-01;3.080695157154296E+00;2.399072156314255E+01;-5.643647921355950E-01;7.070412329792188E-01;
9.350000000000000E+07;-5.239918984502636E-01;7.388713301731712E-01;3.128861162049026E+00;2.575826837223179E+01;-5.239918984502636E-01;7.388713301731712E-01;
9.400000000000000E+07;-4.822706920770305E-01;7.635390258818081E-01;3.316821786439242E+00;2.746426438000179E+01;-4.822706920770305E-01;7.635390258818081E-01;
9.450000000000000E+07;-4.391326051539624E-01;7.886841043009661E-01;3.437269344030177E+00;2.928508794669211E+01;-4.391326051539624E-01;7.886841043009661E-01;
9.500000000000000E+07;-3.942960176273329E-01;8.112477862622667E-01;3.581753909455828E+00;3.117564612790405E+01;-3.942960176273329E-01;8.112477862622667E-01;
9.550000000000000E+07;-3.481677935203083E-01;8.311653455909664E-01;3.746291220057329E+00;3.313538190932816E+01;-3.481677935203083E-01;8.311653455909664E-01;
9.600000000000000E+07;-3.011020544421383E-01;8.484099790375349E-01;3.927979597299022E+00;3.516483267663288E+01;-3.011020544421383E-01;8.484099790375349E-01;
9.650000000000000E+07;-2.531378768856575E-01;8.631201387322266E-01;4.123489225243793E+00;3.727847860194166E+01;-2.531378768856575E-01;8.631201387322266E-01;
9.700000000000000E+07;-2.043974399582482E-01;8.749119448429771E-01;4.348983283069294E+00;3.948080018011080E+01;-2.043974399582482E-01;8.749119448429771E-01;
9.750000000000000E+07;-1.548428385059209E-01;8.839543560077930E-01;4.601535708722612E+00;4.179379541971586E+01;-1.548428385059209E-01;8.839543560077930E-01;
9.800000000000000E+07;-1.049964308697189E-01;8.904021996080714E-01;4.870305879350068E+00;4.421429760608999E+01;-1.049964308697189E-01;8.904021996080714E-01;
9.850000000000000E+07;-5.459404410663742E-02;8.936962061598819E-01;5.189454618790777E+00;4.676928197013308E+01;-5.459404410663742E-02;8.936962061598819E-01;
9.900000000000000E+07;-4.404134608707770E-03;8.941896802300222E-01;5.540950662216102E+00;4.944637641467538E+01;-4.404134608707770E-03;8.941896802300222E-01;
9.950000000000000E+07;4.632535298595836E-02;8.920492906280693E-01;5.925886186802429E+00;5.231201988737434E+01;4.632535298595836E-02;8.920492906280693E-01;
1.000000000000000E+08;9.638065229330720E-02;8.866037290806389E-01;6.384791935247361E+00;5.532303720598608E+01;9.638065229330720E-02;8.866037290806389E-01;
1.005000000000000E+08;1.463944357504521E-01;8.790638808020302E-01;6.854134244020060E+00;5.854977753352239E+01;1.463944357504521E-01;8.790638808020302E-01;
1.010000000000000E+08;1.962901301507215E-01;8.691104508890056E-01;7.354486431007289E+00;6.202161430704849E+01;1.962901301507215E-01;8.691104508890056E-01;
1.015000000000000E+08;2.457252233044147E-01;8.551675963772849E-01;8.010335293819219E+00;6.576987661656499E+01;2.457252233044147E-01;8.551675963772849E-01;
1.020000000000000E+08;2.948954543729690E-01;8.385221608657626E-01;8.744425759170223E+00;6.985985714018264E+01;2.948954543729690E-01;8.385221608657626E-01;
1.025000000000000E+08;3.432352068631236E-01;8.180520864358773E-01;9.676095116177125E+00;7.433125927315105E+01;3.432352068631236E-01;8.180520864358773E-01;
1.030000000000000E+08;3.903447734674079E-01;7.943976087343187E-01;1.079850575315931E+01;7.922213323688690E+01;3.903447734674079E-01;7.943976087343187E-01;
1.035000000000000E+08;4.352727968451191E-01;7.673307225627385E-01;1.221427329088516E+01;8.453448498906084E+01;4.352727968451191E-01;7.673307225627385E-01;
1.040000000000000E+08;4.785517490497123E-01;7.368459157040446E-01;1.399314408064033E+01;9.042716465718016E+01;4.785517490497123E-01;7.368459157040446E-01;
1.045000000000000E+08;5.190725488781157E-01;7.036796846224771E-01;1.620184081474875E+01;9.686469415975084E+01;5.190725488781157E-01;7.036796846224771E-01;
1.050000000000000E+08;5.574172396238195E-01;6.676653888881130E-01;1.897502186856723E+01;1.040533859933907E+02;5.574172396238195E-01;6.676653888881130E-01;
1.055000000000000E+08;5.933938271608759E-01;6.292839203249805E-01;2.243661794447259E+01;1.121065098370156E+02;5.933938271608759E-01;6.292839203249805E-01;
1.060000000000000E+08;6.264020426263075E-01;5.876049728215987E-01;2.705353728801706E+01;1.211918876704265E+02;6.264020426263075E-01;5.876049728215987E-01;
1.065000000000000E+08;6.557238769716177E-01;5.429791283035442E-01;3.328877187359910E+01;1.313598641450697E+02;6.557238769716177E-01;5.429791283035442E-01;
1.070000000000000E+08;6.807000177768205E-01;4.951827045247026E-01;4.197530345603516E+01;1.426388413733317E+02;6.807000177768205E-01;4.951827045247026E-01;
1.075000000000000E+08;6.997816872901114E-01;4.453792736903059E-01;5.406406748600686E+01;1.543809182585220E+02;6.997816872901114E-01;4.453792736903059E-01;
1.080000000000000E+08;7.121766760746605E-01;3.955092435408001E-01;7.029236068191673E+01;1.652984196283664E+02;7.121766760746605E-01;3.955092435408001E-01;
1.085000000000000E+08;7.186465543665564E-01;3.466653294417701E-01;9.114489194983962E+01;1.739095121321593E+02;7.186465543665564E-01;3.466653294417701E-01;
1.090000000000000E+08;7.196147450698716E-01;2.998500760072256E-01;1.163751128639341E+02;1.779251560514239E+02;7.196147450698716E-01;2.998500760072256E-01;
