# Version 1.00
#
freq[Hz];re:Smith_S11;im:Smith_S11;re:Magnitude_Z<-S11[Ohm];im:Magnitude_Z<-S11[Ohm];re:Phase_S11;im:Phase_S11;
8.000000000000000E+07;-8.191404308195716E-01;-4.062778608948591E-01;2.359405757684769E+00;-1.169369170656842E+01;-8.191404308195716E-01;-4.062778608948591E-01;
8.050000000000000E+07;-8.402598685584232E-01;-3.583218824026937E-01;2.355207568898912E+00;-1.019422139785473E+01;-8.402598685584232E-01;-3.583218824026937E-01;
8.100000000000000E+07;-8.584913856105204E-01;-3.096022256185403E-01;2.354174065459885E+00;-8.721573280665030E+00;-8.584913856105204E-01;-3.096022256185403E-01;
8.150000000000000E+07;-8.738770438722172E-01;-2.606900730554692E-01;2.352081327143775E+00;-7.283118148230877E+00;-8.738770438722172E-01;-2.606900730554692E-01;
8.200000000000000E+07;-8.862346207339220E-01;-2.114206341158597E-01;2.357886920805291E+00;-5.868590011064499E+00;-8.862346207339220E-01;-2.114206341158597E-01;
8.250000000000000E+07;-8.958532890890184E-01;-1.616116615628607E-01;2.366169419207648E+00;-4.463944387588652E+00;-8.958532890890184E-01;-1.616116615628607E-01;
8.300000000000000E+07;-9.030075050666863E-01;-1.108623850054677E-01;2.370664175075698E+00;-3.050926871970399E+00;-9.030075050666863E-01;-1.108623850054677E-01;
8.350000000000000E+07;-9.072195750251892E-01;-5.887744205895043E-02;2.382426889648677E+00;-1.617088742423254E+00;-9.072195750251892E-01;-5.887744205895043E-02;
8.400000000000000E+07;-9.083955818487374E-01;-7.271121257867397E-03;2.399276810659452E+00;-1.996449264181240E-01;-9.083955818487374E-01;-7.271121257867397E-03;
8.450000000000000E+07;-9.064965960799988E-01;4.380684246451697E-02;2.424552318527162E+00;1.204593865739156E+00;-9.064965960799988E-01;4.380684246451697E-02;
8.500000000000000E+07;-9.020937734745778E-01;9.448427819628392E-02;2.444237938122308E+00;2.605106034328692E+00;-9.020937734745778E-01;9.448427819628392E-02;
8.550000000000000E+07;-8.944834996542261E-01;1.448199557912599E-01;2.478177831660303E+00;4.011588063434718E+00;-8.944834996542261E-01;1.448199557912599E-01;
8.600000000000000E+07;-8.841772378720513E-01;1.946627165264343E-01;2.513045741749132E+00;5.425355922838060E+00;-8.841772378720513E-01;1.946627165264343E-01;
8.650000000000000E+07;-8.712782164156884E-01;2.437486968224647E-01;2.547823244120007E+00;6.844767028360564E+00;-8.712782164156884E-01;2.437486968224647E-01;
8.700000000000000E+07;-8.554460000636276E-01;2.918908203835321E-01;2.593794066627503E+00;8.273830495020604E+00;-8.554460000636276E-01;2.918908203835321E-01;
8.750000000000000E+07;-8.368766283941594E-01;3.394492189999596E-01;2.642500533399988E+00;9.728174127779869E+00;-8.368766283941594E-01;3.394492189999596E-01;
8.800000000000000E+07;-8.158170481545104E-01;3.857078767327822E-01;2.694051347338869E+00;1.119303879335581E+01;-8.158170481545104E-01;3.857078767327822E-01;
8.850000000000000E+07;-7.918171199600504E-01;4.310023899812279E-01;2.756803547737468E+00;1.269008324764301E+01;-7.918171199600504E-01;4.310023899812279E-01;
