# Version 1.00
#
freq[Hz];re:Smith_S11;im:Smith_S11;re:Magnitude_Z<-S11[Ohm];im:Magnitude_Z<-S11[Ohm];re:Phase_S11;im:Phase_S11;
8.000000000000000E+07;-8.532213275324003E-01;-3.227253239142762E-01;2.371879224701444E+00;-9.120190576101400E+00;-8.532213275324003E-01;-3.227253239142762E-01;
8.050000000000000E+07;-8.698531080076006E-01;-2.719532214901272E-01;2.372301757519413E+00;-7.617077576209566E+00;-8.698531080076006E-01;-2.719532214901272E-01;
8.100000000000000E+07;-8.834830798786816E-01;-2.209215296525214E-01;2.372586010395993E+00;-6.142997479977461E+00;-8.834830798786816E-01;-2.209215296525214E-01;
8.150000000000000E+07;-8.937391308263031E-01;-1.697869649220972E-01;2.384497255165924E+00;-4.696636750619242E+00;-8.937391308263031E-01;-1.697869649220972E-01;
8.200000000000000E+07;-9.011563757108226E-01;-1.186242086302970E-01;2.395577399668516E+00;-3.269264950622109E+00;-9.011563757108226E-01;-1.186242086302970E-01;
8.250000000000000E+07;-9.059807590944359E-01;-6.725047216412808E-02;2.401189688126890E+00;-1.848919372178178E+00;-9.059807590944359E-01;-6.725047216412808E-02;
8.300000000000000E+07;-9.079360043907440E-01;-1.511607670307160E-02;2.409369699213145E+00;-4.152256944204590E-01;-9.079360043907440E-01;-1.511607670307160E-02;
8.350000000000000E+07;-9.065986773663519E-01;3.829420792516916E-02;2.428272591441564E+00;1.053026625691051E+00;-9.065986773663519E-01;3.829420792516916E-02;
8.400000000000000E+07;-9.022893923672232E-01;9.066504545861664E-02;2.449095279042292E+00;2.499777177341116E+00;-9.022893923672232E-01;9.066504545861664E-02;
8.450000000000000E+07;-8.949690857037235E-01;1.424372527804136E-01;2.474830422129752E+00;3.944323283073780E+00;-8.949690857037235E-01;1.424372527804136E-01;
8.500000000000000E+07;-8.847841286404444E-01;1.937393537967173E-01;2.501738202357404E+00;5.396720334156406E+00;-8.847841286404444E-01;1.937393537967173E-01;
8.550000000000000E+07;-8.713197093446228E-01;2.442916026271522E-01;2.542787748870706E+00;6.859203032797258E+00;-8.713197093446228E-01;2.442916026271522E-01;
8.600000000000000E+07;-8.549306230298732E-01;2.937055181741733E-01;2.591850225412624E+00;8.327274578583829E+00;-8.549306230298732E-01;2.937055181741733E-01;
8.650000000000000E+07;-8.358104640456977E-01;3.422169707146112E-01;2.642556587010523E+00;9.813200544776283E+00;-8.358104640456977E-01;3.422169707146112E-01;
8.700000000000000E+07;-8.139419075670947E-01;3.895950697955597E-01;2.697633706422366E+00;1.131829977369607E+01;-8.139419075670947E-01;3.895950697955597E-01;
8.750000000000000E+07;-7.893580814137754E-01;4.355274104261796E-01;2.760289563281872E+00;1.284178528909996E+01;-7.893580814137754E-01;4.355274104261796E-01;
8.800000000000000E+07;-7.620406963362388E-01;4.804876972004107E-01;2.824415330173367E+00;1.440459447430929E+01;-7.620406963362388E-01;4.804876972004107E-01;
8.850000000000000E+07;-7.317242689354527E-01;5.235233980034920E-01;2.907171473123523E+00;1.599515544848346E+01;-7.318144889271074E-01;5.235706462288719E-01;
8.900000000000000E+07;-6.988085522746286E-01;5.648954382157718E-01;3.003998523562654E+00;1.762512728880805E+01;-6.988085522746286E-01;5.648954382157718E-01;
8.950000000000000E+07;-6.637002797138085E-01;6.037639570208010E-01;3.112137410234844E+00;1.927462214176711E+01;-6.637002797138085E-01;6.037639570208010E-01;
9.000000000000000E+07;-6.262056129256339E-01;6.406149648364837E-01;3.232133847582893E+00;2.096985847416316E+01;-6.262056129256339E-01;6.406149648364837E-01;
9.050000000000000E+07;-5.864260546376486E-01;6.754401744175349E-01;3.361709858475223E+00;2.271939653831442E+01;-5.864260546376486E-01;6.754401744175349E-01;
9.100000000000000E+07;-5.447878155988519E-01;7.080559807907670E-01;3.495205155578137E+00;2.451961335502414E+01;-5.447878155988519E-01;7.080559807907670E-01;
9.150000000000000E+07;-5.006628227172445E-01;7.382401334942235E-01;3.652827379333900E+00;2.639411721757904E+01;-5.006628227172445E-01;7.382401334942235E-01;
9.200000000000000E+07;-4.549312462777442E-01;7.655752959976452E-01;3.827919918393780E+00;2.832389903639135E+01;-4.549312462777442E-01;7.655752959976452E-01;
9.250000000000000E+07;-4.074379665150576E-01;7.903430235480050E-01;4.017468860594196E+00;3.033336507853505E+01;-4.074379665150576E-01;7.903430235480050E-01;
9.300000000000000E+07;-3.584883242613602E-01;8.118887967849311E-01;4.238563642792392E+00;3.241520842605165E+01;-3.584883242613602E-01;8.118887967849311E-01;
9.350000000000000E+07;-3.074849761592469E-01;8.306098722783716E-01;4.491488695442458E+00;3.461697020682794E+01;-3.074849761592469E-01;8.306098722783716E-01;
9.400000000000000E+07;-2.552979396787380E-01;8.459154247418835E-01;4.784307413611333E+00;3.691784174108918E+01;-2.552979396787380E-01;8.459154247418835E-01;
9.450000000000000E+07;-2.016216021356429E-01;8.581899969906926E-01;5.110535640641647E+00;3.935957070973069E+01;-2.016216021356429E-01;8.581899969906926E-01;
9.500000000000000E+07;-1.468932185191566E-01;8.660309137684034E-01;5.529576802470657E+00;4.193095692161261E+01;-1.468932185191566E-01;8.660309137684034E-01;
9.550000000000000E+07;-9.129557187391611E-02;8.700726057403600E-01;6.022703213342465E+00;4.466601040243512E+01;-9.129557187391611E-02;8.700726057403600E-01;
9.600000000000000E+07;-3.578939556356596E-02;8.700364908154845E-01;6.605983248363523E+00;4.754757215656770E+01;-3.578939556356596E-02;8.700364908154845E-01;
9.650000000000000E+07;1.994028477334720E-02;8.661396575786851E-01;7.289480878865457E+00;5.063027342145743E+01;1.994028477334720E-02;8.661396575786851E-01;
9.700000000000000E+07;7.551972347804341E-02;8.579045842666092E-01;8.119140382318248E+00;5.393373794323586E+01;7.551972347804341E-02;8.579045842666092E-01;
9.750000000000000E+07;1.310616034260688E-01;8.453520730403099E-01;9.124564936005864E+00;5.751969729192014E+01;1.310616034260688E-01;8.453520730403099E-01;
9.800000000000000E+07;1.851786868879717E-01;8.280808482912643E-01;1.037271209176636E+01;6.135515337915645E+01;1.851786868879717E-01;8.280808482912643E-01;
9.850000000000000E+07;2.394708834624768E-01;8.058092468360907E-01;1.194580314775729E+01;6.563391183023595E+01;2.394708834624768E-01;8.058092468360907E-01;
9.900000000000000E+07;2.894746096939174E-01;7.793240801161964E-01;1.388511743967972E+01;7.007097995519352E+01;2.894746096939174E-01;7.793240801161964E-01;
9.950000000000000E+07;3.386947518827612E-01;7.480354254879922E-01;1.633738940489042E+01;7.503753743150774E+01;3.386947518827612E-01;7.480354254879922E-01;
1.000000000000000E+08;3.853079853994555E-01;7.115839568165681E-01;1.951972457683071E+01;8.047789708692824E+01;3.853079853994555E-01;7.115839568165681E-01;
1.005000000000000E+08;4.287237896775921E-01;6.693832492516313E-01;2.376727188221049E+01;8.643555472592679E+01;4.287237896775921E-01;6.693832492516313E-01;
1.010000000000000E+08;4.676736626242677E-01;6.210694025549593E-01;2.955873637663033E+01;9.282181511636378E+01;4.676736626242677E-01;6.210694025549593E-01;
1.015000000000000E+08;4.999217961190669E-01;5.640448524962492E-01;3.800710545036986E+01;9.926438390463193E+01;4.999217961190669E-01;5.640448524962492E-01;
1.020000000000000E+08;5.198835519285055E-01;4.992248821639905E-01;5.007903521397719E+01;1.040621390132915E+02;5.198835519285055E-01;4.992248821639905E-01;
1.025000000000000E+08;5.219446760896443E-01;4.305422707169643E-01;6.549921133321511E+01;1.040199538134331E+02;5.219446760896443E-01;4.305422707169643E-01;
1.030000000000000E+08;5.011549978488917E-01;3.663864346792582E-01;8.021771642903376E+01;9.564093986864523E+01;5.011549978488917E-01;3.663864346792582E-01;
