# Version 1.00
#
freq[Hz];re:Smith_S11;im:Smith_S11;re:Magnitude_Z<-S11[Ohm];im:Magnitude_Z<-S11[Ohm];re:Phase_S11;im:Phase_S11;
8.000000000000000E+07;-8.587955358462759E-01;-2.998206945010259E-01;2.434092124611480E+00;-8.457533716409738E+00;-8.587955358462759E-01;-2.998206945010259E-01;
8.050000000000000E+07;-8.741041279251530E-01;-2.485814902360804E-01;2.436294620863280E+00;-6.955159035769934E+00;-8.741041279251530E-01;-2.485814902360804E-01;
8.100000000000000E+07;-8.860870692326223E-01;-1.969564833619855E-01;2.447888711716359E+00;-5.476921977214606E+00;-8.860870692326223E-01;-1.969564833619855E-01;
8.150000000000000E+07;-8.951987086643687E-01;-1.456693632665053E-01;2.455021050568920E+00;-4.031814438050416E+00;-8.951987086643687E-01;-1.456693632665053E-01;
8.200000000000000E+07;-9.012623689622250E-01;-9.414031697894079E-02;2.467997741273388E+00;-2.597933888161842E+00;-9.012623689622250E-01;-9.414031697894079E-02;
8.250000000000000E+07;-9.046051124585022E-01;-4.216015714283674E-02;2.478607516514471E+00;-1.161661451531838E+00;-9.046051124585022E-01;-4.216015714283674E-02;
8.300000000000000E+07;-9.050713672108098E-01;1.019567971614349E-02;2.489968386530449E+00;2.809190853375211E-01;-9.050713672108098E-01;1.019567971614349E-02;
8.350000000000000E+07;-9.022105940013546E-01;6.379468183760781E-02;2.511353251497428E+00;1.761080021373872E+00;-9.022105940013546E-01;6.379468183760781E-02;
8.400000000000000E+07;-8.963303595132741E-01;1.165623786088466E-01;2.534938478169220E+00;3.229182804760112E+00;-8.963303595132741E-01;1.165623786088466E-01;
8.450000000000000E+07;-8.873773199643963E-01;1.684780023552024E-01;2.564721550328282E+00;4.692225125034262E+00;-8.873773199643963E-01;1.684780023552024E-01;
8.500000000000000E+07;-8.750796083292196E-01;2.196194545218436E-01;2.609354944522343E+00;6.161891892129965E+00;-8.750796083292196E-01;2.196194545218436E-01;
8.550000000000000E+07;-8.600008800656357E-01;2.701623682765307E-01;2.652596665783211E+00;7.647711548735929E+00;-8.600008800656357E-01;2.701623682765307E-01;
8.600000000000000E+07;-8.417202936795117E-01;3.196720718916551E-01;2.709072724719768E+00;9.148847706801233E+00;-8.417202936795117E-01;3.196720718916551E-01;
8.650000000000000E+07;-8.208038073532382E-01;3.682489516853417E-01;2.762640936162684E+00;1.067099438963475E+01;-8.208038073532382E-01;3.682489516853417E-01;
8.700000000000000E+07;-7.965675850663945E-01;4.155698434159797E-01;2.834731658460505E+00;1.222137221262417E+01;-7.965675850663945E-01;4.155698434159797E-01;
8.750000000000000E+07;-7.695034820867909E-01;4.613349972177516E-01;2.916208316909493E+00;1.379601626319831E+01;-7.695034820867909E-01;4.613349972177516E-01;
8.800000000000000E+07;-7.396192921174041E-01;5.054699739318501E-01;3.008484700931450E+00;1.540233400569715E+01;-7.396192921174041E-01;5.054699739318501E-01;
8.850000000000000E+07;-7.069888171052719E-01;5.477792725095540E-01;3.113139256222522E+00;1.704421053666337E+01;-7.069888171052719E-01;5.477792725095540E-01;
8.900000000000000E+07;-6.718335249935803E-01;5.879589793612771E-01;3.230847595194275E+00;1.872049719946027E+01;-6.718335249935803E-01;5.879589793612771E-01;
8.950000000000000E+07;-6.339676393355361E-01;6.260795433457589E-01;3.365792967710586E+00;2.044791493244961E+01;-6.339676393355361E-01;6.260795433457589E-01;
9.000000000000000E+07;-5.938680590606481E-01;6.619196865577768E-01;3.511487837894594E+00;2.222286032745681E+01;-5.938680590606481E-01;6.619196865577768E-01;
9.050000000000000E+07;-5.510475627122391E-01;6.952377113709534E-01;3.686110071761832E+00;2.406412878366742E+01;-5.510475627122391E-01;6.952377113709534E-01;
9.100000000000000E+07;-5.060448937954601E-01;7.261619235685024E-01;3.874240617938079E+00;2.597626562068969E+01;-5.060448937954601E-01;7.261619235685024E-01;
9.150000000000000E+07;-4.590216830264810E-01;7.542407939087600E-01;4.085446387671196E+00;2.795945426782695E+01;-4.590216830264810E-01;7.542407939087600E-01;
