# Version 1.00
#
freq[Hz];re:Smith_S11;im:Smith_S11;re:Magnitude_Z<-S11[Ohm];im:Magnitude_Z<-S11[Ohm];re:Phase_S11;im:Phase_S11;
8.000000000000000E+07;-8.191398615141366E-01;-4.099114648107143E-01;2.314764412780296E+00;-1.178822044711902E+01;-8.191398615141366E-01;-4.099114648107143E-01;
8.050000000000000E+07;-8.405770003836989E-01;-3.619891333459112E-01;2.307548422589853E+00;-1.028740667573012E+01;-8.405770003836989E-01;-3.619891333459112E-01;
8.100000000000000E+07;-8.590560652214915E-01;-3.134347786779424E-01;2.303968382326127E+00;-8.818390720206326E+00;-8.590560652214915E-01;-3.134347786779424E-01;
8.150000000000000E+07;-8.743348571986294E-01;-2.643935297800238E-01;2.311373102456711E+00;-7.379038238060484E+00;-8.743348571986294E-01;-2.643935297800238E-01;
8.200000000000000E+07;-8.870572311987961E-01;-2.150697747079632E-01;2.313049041665357E+00;-5.962169819582086E+00;-8.870572311987961E-01;-2.150697747079632E-01;
8.250000000000000E+07;-8.969416329455812E-01;-1.652802904978522E-01;2.319247242702124E+00;-4.558569558872048E+00;-8.969416329455812E-01;-1.652802904978522E-01;
8.300000000000000E+07;-9.042229170180072E-01;-1.146560859497193E-01;2.325159234822384E+00;-3.150575439957174E+00;-9.042229170180072E-01;-1.146560859497193E-01;
8.350000000000000E+07;-9.086877955691401E-01;-6.264099197219042E-02;2.335645589280181E+00;-1.717597169546499E+00;-9.086877955691401E-01;-6.264099197219042E-02;
8.400000000000000E+07;-9.100292476588487E-01;-1.131051239798405E-02;2.353383415084660E+00;-3.100180758585383E-01;-9.100292476588487E-01;-1.131051239798405E-02;
8.450000000000000E+07;-9.086039152908977E-01;4.012776724105420E-02;2.371167771310503E+00;1.101086513358139E+00;-9.086039152908977E-01;4.012776724105420E-02;
8.500000000000000E+07;-9.040639078234203E-01;9.080826939048217E-02;2.400061155916461E+00;2.499054180888074E+00;-9.040639078234203E-01;9.080826939048217E-02;
8.550000000000000E+07;-8.968621086642208E-01;1.411373401906198E-01;2.428390504063233E+00;3.900970741320501E+00;-8.968621086642208E-01;1.411373401906198E-01;
8.600000000000000E+07;-8.867054134598206E-01;1.908421331009463E-01;2.465641570520179E+00;5.306951938759031E+00;-8.867054134598206E-01;1.908421331009463E-01;
8.650000000000000E+07;-8.738246780078439E-01;2.400185536777534E-01;2.505325761174181E+00;6.725417002712546E+00;-8.738246780078439E-01;2.400185536777534E-01;
8.700000000000000E+07;-8.584815341042331E-01;2.889047274104733E-01;2.537775224774762E+00;8.167103816493981E+00;-8.584815341042331E-01;2.889047274104733E-01;
8.750000000000000E+07;-8.401765229808431E-01;3.360024546708559E-01;2.589284558691482E+00;9.602409595184486E+00;-8.401765229808431E-01;3.360024546708559E-01;
8.800000000000000E+07;-8.194630399620648E-01;3.823620535130322E-01;2.636653567247364E+00;1.106164758831616E+01;-8.194630399620648E-01;3.823620535130322E-01;
8.850000000000000E+07;-7.955833223560070E-01;4.276520187384271E-01;2.702680056533400E+00;1.255213681174596E+01;-7.955833223560070E-01;4.276520187384271E-01;
8.900000000000000E+07;-7.693896806787750E-01;4.713470513280826E-01;2.771795152903990E+00;1.405785865613773E+01;-7.693896806787750E-01;4.713470513280826E-01;
8.950000000000000E+07;-7.407623101585161E-01;5.135915848039705E-01;2.845980438373887E+00;1.559158920518709E+01;-7.407623101585161E-01;5.135915848039705E-01;
9.000000000000000E+07;-7.094634588884803E-01;5.540321961038490E-01;2.937398240442478E+00;1.715685869193517E+01;-7.094634588884803E-01;5.540321961038490E-01;
9.050000000000000E+07;-6.760383810481037E-01;5.930110924350857E-01;3.026321824239533E+00;1.876162108718691E+01;-6.760383810481037E-01;5.930110924350857E-01;
9.100000000000000E+07;-6.403064500657458E-01;6.299364762891276E-01;3.128621301508405E+00;2.040329506198690E+01;-6.403064500657458E-01;6.299364762891276E-01;
9.150000000000000E+07;-6.024502694747270E-01;6.647525683643315E-01;3.242099172993529E+00;2.208668989269628E+01;-6.024502694747270E-01;6.647525683643315E-01;
