# Version 1.00
#
freq[Hz];re:Smith_S11;im:Smith_S11;re:Magnitude_Z<-S11[Ohm];im:Magnitude_Z<-S11[Ohm];re:Phase_S11;im:Phase_S11;
8.000000000000000E+07;-8.901568421688381E-01;-1.981400098465236E-01;2.330613979003898E+00;-5.485676181864842E+00;-8.901568421688381E-01;-1.981400098465236E-01;
8.050000000000000E+07;-8.995765557330216E-01;-1.443943878779983E-01;2.340879113124029E+00;-3.978638911775483E+00;-8.995765557330216E-01;-1.443943878779983E-01;
8.100000000000000E+07;-9.055938889930513E-01;-9.066199822935810E-02;2.358562283294188E+00;-2.491051167008157E+00;-9.055938889930513E-01;-9.066199822935810E-02;
8.150000000000000E+07;-9.082204458328965E-01;-3.759915275909857E-02;2.384509031517889E+00;-1.032172756343530E+00;-9.082204458328965E-01;-3.759915275909857E-02;
8.200000000000000E+07;-9.082574016130143E-01;1.535645712996471E-02;2.400438387018534E+00;4.216858192198926E-01;-9.082574016130143E-01;1.535645712996471E-02;
8.250000000000000E+07;-9.057569661819781E-01;6.817442670834840E-02;2.405524622852170E+00;1.874696858472366E+00;-9.057569661819781E-01;6.817442670834840E-02;
8.300000000000000E+07;-8.996592427913738E-01;1.214052601869455E-01;2.426889811995187E+00;3.350548379963642E+00;-8.996592427913738E-01;1.214052601869455E-01;
8.350000000000000E+07;-8.902126782806793E-01;1.754607245871153E-01;2.452137950570482E+00;4.868917787241621E+00;-8.902126782806793E-01;1.754607245871153E-01;
8.400000000000000E+07;-8.776370189746051E-01;2.279407422193257E-01;2.484939013451716E+00;6.371548831411292E+00;-8.776370189746051E-01;2.279407422193257E-01;
8.450000000000000E+07;-8.620809945562670E-01;2.795288429543779E-01;2.519826423645552E+00;7.884085791802429E+00;-8.620809945562670E-01;2.795288429543779E-01;
8.500000000000000E+07;-8.434872964327781E-01;3.300203403284801E-01;2.560555735330510E+00;9.409369147915005E+00;-8.434872964327781E-01;3.300203403284801E-01;
8.550000000000000E+07;-8.216546982215917E-01;3.794357659524281E-01;2.612525926971767E+00;1.095875859090181E+01;-8.216546982215917E-01;3.794357659524281E-01;
8.600000000000000E+07;-7.971037400251684E-01;4.273461654848416E-01;2.666908894277688E+00;1.252404135756451E+01;-7.971037400251684E-01;4.273461654848416E-01;
8.650000000000000E+07;-7.694579111836717E-01;4.739195570581332E-01;2.731788829426950E+00;1.412332322061713E+01;-7.694579111836717E-01;4.739195570581332E-01;
8.700000000000000E+07;-7.391950238632351E-01;5.190437992510990E-01;2.795579003389836E+00;1.575626513046872E+01;-7.391950238632351E-01;5.190437992510990E-01;
8.750000000000000E+07;-7.054443948374732E-01;5.623238862531917E-01;2.886117150921148E+00;1.743775816741399E+01;-7.054443948374732E-01;5.623238862531917E-01;
8.800000000000000E+07;-6.693093978332857E-01;6.032972541799646E-01;2.984505404789493E+00;1.914888076846817E+01;-6.693093978332857E-01;6.032972541799646E-01;
8.850000000000000E+07;-6.302767354739104E-01;6.418672959302486E-01;3.107008085339037E+00;2.090911986471632E+01;-6.302767354739104E-01;6.418672959302486E-01;
8.900000000000000E+07;-5.891142588544750E-01;6.782528809378091E-01;3.231110815059526E+00;2.271967170684117E+01;-5.891142588544750E-01;6.782528809378091E-01;
8.950000000000000E+07;-5.453578753402784E-01;7.118331787545188E-01;3.383235115518587E+00;2.458974620109409E+01;-5.453578753402784E-01;7.118331787545188E-01;
9.000000000000000E+07;-4.997460007414530E-01;7.430001351578814E-01;3.537743811422704E+00;2.652352522911823E+01;-4.997460007414530E-01;7.430001351578814E-01;
9.050000000000000E+07;-4.516123933234752E-01;7.711232327576695E-01;3.727413055828321E+00;2.854099113087736E+01;-4.516123933234752E-01;7.711232327576695E-01;
9.100000000000000E+07;-4.016375432716104E-01;7.965356976868078E-01;3.928697454499617E+00;3.064710478002412E+01;-4.016375432716104E-01;7.965356976868078E-01;
9.150000000000000E+07;-3.497825179503311E-01;8.183954014035099E-01;4.171499419858206E+00;3.284507350092694E+01;-3.497825179503311E-01;8.183954014035099E-01;
9.200000000000000E+07;-2.963162435277193E-01;8.369259980414462E-01;4.446916160450598E+00;3.515194681496689E+01;-2.963162435277193E-01;8.369259980414462E-01;
9.250000000000000E+07;-2.414011905895514E-01;8.517136709701510E-01;4.771893823602115E+00;3.757848075877313E+01;-2.414011905895514E-01;8.517136709701510E-01;
9.300000000000000E+07;-1.854464340102356E-01;8.627703577393335E-01;5.145868368931748E+00;4.013527664810422E+01;-1.854464340102356E-01;8.627703577393335E-01;
9.350000000000000E+07;-1.288324125515787E-01;8.686638727844586E-01;5.639314522890921E+00;4.281579966620475E+01;-1.288324125515787E-01;8.686638727844586E-01;
9.400000000000000E+07;-7.044729216709321E-02;8.736316486291568E-01;6.071085241762022E+00;4.576168765957332E+01;-7.044729216709321E-02;8.736316486291568E-01;
9.450000000000000E+07;-1.158494395261456E-02;8.725975604612691E-01;6.679979778732045E+00;4.889239640979911E+01;-1.158494395261456E-02;8.725975604612691E-01;
9.500000000000000E+07;4.803088132800139E-02;8.669253345966502E-01;7.423476750063725E+00;5.229357320403197E+01;4.803088132800139E-02;8.669253345966502E-01;
9.550000000000000E+07;1.072925455884906E-01;8.558954128584747E-01;8.366593767942803E+00;5.595976556854013E+01;1.072925455884906E-01;8.558954128584747E-01;
9.600000000000000E+07;1.659179301354541E-01;8.400530609871050E-01;9.518535513729184E+00;5.994461426547349E+01;1.659179301354541E-01;8.400530609871050E-01;
9.650000000000000E+07;2.239601551704727E-01;8.185571516427163E-01;1.099629934611986E+01;6.433813596835901E+01;2.239601551704727E-01;8.185571516427163E-01;
9.700000000000000E+07;2.807245638423472E-01;7.916417023891723E-01;1.287077365802839E+01;6.919619910147600E+01;2.807245638423472E-01;7.916417023891723E-01;
9.750000000000000E+07;3.350970983574099E-01;7.575151899902242E-01;1.544802179900202E+01;7.456407626598882E+01;3.350970983574099E-01;7.575151899902242E-01;
9.800000000000000E+07;3.853567481216742E-01;7.170889774958709E-01;1.890596791609623E+01;8.039087702552085E+01;3.853567481216742E-01;7.170889774958709E-01;
