# Version 1.00
#
freq[Hz];re:Smith_S11;im:Smith_S11;re:Magnitude_Z<-S11[Ohm];im:Magnitude_Z<-S11[Ohm];re:Phase_S11;im:Phase_S11;
8.000000000000000E+07;-8.547994848718801E-01;-3.184106224954457E-01;2.370812135261687E+00;-8.990418117208268E+00;-8.547994848718801E-01;-3.184106224954457E-01;
8.050000000000000E+07;-8.710506001455247E-01;-2.674937302914278E-01;2.375416418767016E+00;-7.487822890697463E+00;-8.710506001455247E-01;-2.674937302914278E-01;
8.100000000000000E+07;-8.841072628356645E-01;-2.166198149343352E-01;2.383103742502426E+00;-6.022596729078414E+00;-8.841072628356645E-01;-2.166198149343352E-01;
8.150000000000000E+07;-8.943118888630758E-01;-1.655011457209770E-01;2.389723244200170E+00;-4.577155046059449E+00;-8.943118888630758E-01;-1.655011457209770E-01;
8.200000000000000E+07;-9.017294706217863E-01;-1.143926248119083E-01;2.394139643646591E+00;-3.151606603981781E+00;-9.017294706217863E-01;-1.143926248119083E-01;
8.250000000000000E+07;-9.062613361238709E-01;-6.268458608743997E-02;2.402040741806925E+00;-1.723163645923039E+00;-9.062613361238709E-01;-6.268458608743997E-02;
8.300000000000000E+07;-9.078769089827050E-01;-1.036487242716076E-02;2.412735969549421E+00;-2.847412845792581E-01;-9.078769089827050E-01;-1.036487242716076E-02;
8.350000000000000E+07;-9.063199128316821E-01;4.288407557084330E-02;2.430559580060279E+00;1.179464193873440E+00;-9.063199128316821E-01;4.288407557084330E-02;
8.400000000000000E+07;-9.017784628397464E-01;9.530067110006998E-02;2.450648850449802E+00;2.628372406541017E+00;-9.017784628397464E-01;9.530067110006998E-02;
8.450000000000000E+07;-8.944307642888766E-01;1.471604303160294E-01;2.469688749673654E+00;4.075874463455808E+00;-8.944307642888766E-01;1.471604303160294E-01;
8.500000000000000E+07;-8.837643027570899E-01;1.984291401088281E-01;2.502639813085515E+00;5.530444364141603E+00;-8.837643027570899E-01;1.984291401088281E-01;
8.550000000000000E+07;-8.700400938639554E-01;2.489159221508669E-01;2.543841477262843E+00;6.993967026470257E+00;-8.700400938639554E-01;2.489159221508669E-01;
8.600000000000000E+07;-8.536643392035006E-01;2.984649857558956E-01;2.583942555504313E+00;8.466724710559607E+00;-8.536643392035006E-01;2.984649857558956E-01;
8.650000000000000E+07;-8.340088552621880E-01;3.471978546476659E-01;2.638859974825904E+00;9.965109602344700E+00;-8.340088552621880E-01;3.471978546476659E-01;
8.700000000000000E+07;-8.117460031225016E-01;3.947173418616852E-01;2.694219067409286E+00;1.148026381508113E+01;-8.117460031225016E-01;3.947173418616852E-01;
