# Version 1.00
#
freq[Hz];re:Smith_S11;im:Smith_S11;re:Magnitude_Z<-S11[Ohm];im:Magnitude_Z<-S11[Ohm];re:Phase_S11;im:Phase_S11;
8.000000000000000E+07;-7.977220779317186E-01;-4.612903579192619E-01;2.189673377376403E+00;-1.339172133861602E+01;-7.977220779317186E-01;-4.612903579192619E-01;
8.050000000000000E+07;-8.217747762563370E-01;-4.154068786984918E-01;2.178527241835822E+00;-1.189791373726066E+01;-8.217747762563370E-01;-4.154068786984918E-01;
8.100000000000000E+07;-8.431696536721303E-01;-3.685936015247200E-01;2.168098096459929E+00;-1.043247816269091E+01;-8.431696536721303E-01;-3.685936015247200E-01;
8.150000000000000E+07;-8.614433716832931E-01;-3.212424630593994E-01;2.168039607122485E+00;-9.003007983647455E+00;-8.614433716832931E-01;-3.212424630593994E-01;
8.200000000000000E+07;-8.772650167728288E-01;-2.732984239550962E-01;2.163406840377284E+00;-7.594120569141124E+00;-8.772650167728288E-01;-2.732984239550962E-01;
8.250000000000000E+07;-8.904403342570260E-01;-2.249453460994657E-01;2.159214090484614E+00;-6.206475948087216E+00;-8.904403342570260E-01;-2.249453460994657E-01;
8.300000000000000E+07;-9.008930622068206E-01;-1.753737379945008E-01;2.162860008074349E+00;-4.812472582481622E+00;-9.008930622068206E-01;-1.753737379945008E-01;
8.350000000000000E+07;-9.087569801300581E-01;-1.243619119943588E-01;2.168662371898333E+00;-3.398963129562662E+00;-9.087569801300581E-01;-1.243619119943588E-01;
8.400000000000000E+07;-9.134656555714745E-01;-7.370765523666886E-02;2.183762305854573E+00;-2.010144655480351E+00;-9.134656555714745E-01;-7.370765523666886E-02;
8.450000000000000E+07;-9.157261387941062E-01;-2.342396970108925E-02;2.191724988351319E+00;-6.381587430572281E-01;-9.157261387941062E-01;-2.342396970108925E-02;
8.500000000000000E+07;-9.149200353252169E-01;2.698111300605560E-02;2.211136469632832E+00;7.356519057060824E-01;-9.149200353252169E-01;2.698111300605560E-02;
8.550000000000000E+07;-9.114834790339458E-01;7.705378712655547E-02;2.230514753529135E+00;2.105463640921888E+00;-9.114834790339458E-01;7.705378712655547E-02;
