# Version 1.00
#
# Ref Impedances: Z01: 50, Z02: 50
# 
freq[Hz];re:ZMag1_S12;im:ZMag1_S12;re:SMag1_S11;im:SMag1_S11;re:ZPh1_S12;im:ZPh1_S12;re:SPh1_S11;im:SPh1_S11;
5.000000000000000E+07;-8.188646154296216E-03;-1.954573329076410E-03;4.496846708352233E-01;6.456463222982545E-01;-8.188646154296216E-03;-1.954573329076410E-03;4.496846708352233E-01;6.456463222982545E-01;
5.025025025025025E+07;-7.235178907922610E-03;-8.901669076377898E-04;4.478982674516808E-01;6.685591089034335E-01;-7.235178907922610E-03;-8.901669076377898E-04;4.478982674516808E-01;6.685591089034335E-01;
5.050050050050050E+07;-6.358207004186429E-03;-3.377099007476248E-04;4.486900177314648E-01;6.827291769121262E-01;-6.358207004186429E-03;-3.377099007476248E-04;4.486900177314648E-01;6.827291769121262E-01;
5.075075075075075E+07;-5.724001676677527E-03;-1.290852550724153E-04;4.480556528444032E-01;6.910523286297666E-01;-5.724001676677527E-03;-1.290852550724153E-04;4.480556528444032E-01;6.910523286297666E-01;
5.100100100100100E+07;-5.280533486653217E-03;-4.215289678979284E-05;4.444795233370238E-01;6.960283834807781E-01;-5.280533486653217E-03;-4.215289678979284E-05;4.444795233370238E-01;6.960283834807781E-01;
5.125125125125125E+07;-4.981683954966175E-03;1.961534576949650E-05;4.377789286386343E-01;7.005868494026426E-01;-4.981683954966175E-03;1.961534576949650E-05;4.377789286386343E-01;7.005868494026426E-01;
5.150150150150150E+07;-4.805255333961746E-03;1.071771452674931E-04;4.287747203214760E-01;7.068660336994288E-01;-4.805255333961746E-03;1.071771452674931E-04;4.287747203214760E-01;7.068660336994288E-01;
5.175175175175175E+07;-4.642758060778548E-03;2.622460735947964E-04;4.192746350466947E-01;7.143528338388728E-01;-4.642758060778548E-03;2.622460735947964E-04;4.192746350466947E-01;7.143528338388728E-01;
5.200200200200200E+07;-4.513003797314138E-03;3.784349182440550E-04;4.103312954067501E-01;7.241728549615821E-01;-4.513003797314138E-03;3.784349182440550E-04;4.103312954067501E-01;7.241728549615821E-01;
5.225225225225225E+07;-4.324779738538848E-03;5.432396070668066E-04;4.027517885103821E-01;7.354529318987274E-01;-4.324779738538848E-03;5.432396070668066E-04;4.027517885103821E-01;7.354529318987274E-01;
5.250250250250250E+07;-4.122320726607207E-03;6.911683883669988E-04;3.971689399486314E-01;7.470027308102527E-01;-4.122320726607207E-03;6.911683883669988E-04;3.971689399486314E-01;7.470027308102527E-01;
5.275275275275275E+07;-3.914579246852316E-03;7.935191418587095E-04;3.930981439367369E-01;7.582607815967795E-01;-3.914579246852316E-03;7.935191418587095E-04;3.930981439367369E-01;7.582607815967795E-01;
5.300300300300300E+07;-3.733714309938927E-03;8.789403463256444E-04;3.906008129302269E-01;7.686549090017861E-01;-3.733714309938927E-03;8.789403463256444E-04;3.906008129302269E-01;7.686549090017861E-01;
5.325325325325325E+07;-3.530871654719558E-03;9.538498884780928E-04;3.887964597746304E-01;7.783396511371588E-01;-3.530871654719558E-03;9.538498884780928E-04;3.887964597746304E-01;7.783396511371588E-01;
5.350350350350350E+07;-3.333967032105489E-03;9.778398870775014E-04;3.878111096665018E-01;7.867608365765999E-01;-3.333967032105489E-03;9.778398870775014E-04;3.878111096665018E-01;7.867608365765999E-01;
5.375375375375375E+07;-3.150162212762804E-03;9.891398322490006E-04;3.872677549020112E-01;7.941686188314059E-01;-3.150162212762804E-03;9.891398322490006E-04;3.872677549020112E-01;7.941686188314059E-01;
5.400400400400400E+07;-3.001328719568289E-03;9.898493528001221E-04;3.867385926202407E-01;8.009904598097829E-01;-3.001328719568289E-03;9.898493528001221E-04;3.867385926202407E-01;8.009904598097829E-01;
5.425425425425425E+07;-2.863578888437824E-03;9.731784439412527E-04;3.867315179910769E-01;8.067554141462910E-01;-2.863578888437824E-03;9.731784439412527E-04;3.867315179910769E-01;8.067554141462910E-01;
5.450450450450450E+07;-2.734923893499682E-03;9.665146951712987E-04;3.863987911072136E-01;8.118329673080920E-01;-2.734923893499682E-03;9.665146951712987E-04;3.863987911072136E-01;8.118329673080920E-01;
5.475475475475475E+07;-2.588452892296235E-03;9.302016708220724E-04;3.860665259459027E-01;8.162992854398011E-01;-2.588452892296235E-03;9.302016708220724E-04;3.860665259459027E-01;8.162992854398011E-01;
5.500500500500500E+07;-2.492634934462902E-03;9.185735308809013E-04;3.856990727207400E-01;8.203713573206978E-01;-2.492634934462902E-03;9.185735308809013E-04;3.856990727207400E-01;8.203713573206978E-01;
5.525525525525525E+07;-2.397694212502070E-03;8.775081337602201E-04;3.850260231279996E-01;8.239505737098367E-01;-2.397694212502070E-03;8.775081337602201E-04;3.850260231279996E-01;8.239505737098367E-01;
5.550550550550550E+07;-2.321783415067758E-03;8.235775544901843E-04;3.848094299490778E-01;8.270314035611516E-01;-2.321783415067758E-03;8.235775544901843E-04;3.848094299490778E-01;8.270314035611516E-01;
5.575575575575575E+07;-2.241839178307220E-03;8.212867683002221E-04;3.839506180299815E-01;8.297145611616453E-01;-2.241839178307220E-03;8.212867683002221E-04;3.839506180299815E-01;8.297145611616453E-01;
5.600600600600600E+07;-2.166610360172436E-03;7.655942184165440E-04;3.830388574048632E-01;8.320190609735737E-01;-2.166610360172436E-03;7.655942184165440E-04;3.830388574048632E-01;8.320190609735737E-01;
5.625625625625625E+07;-2.102830461541531E-03;7.263569492335915E-04;3.820916720339169E-01;8.341520619497723E-01;-2.102830461541531E-03;7.263569492335915E-04;3.820916720339169E-01;8.341520619497723E-01;
5.650650650650650E+07;-2.046625190736546E-03;6.699033964742443E-04;3.808742611993092E-01;8.356794334287151E-01;-2.046625190736546E-03;6.699033964742443E-04;3.808742611993092E-01;8.356794334287151E-01;
5.675675675675675E+07;-1.993216342405274E-03;6.471783735056166E-04;3.796097044682012E-01;8.370655750804025E-01;-1.993216342405274E-03;6.471783735056166E-04;3.796097044682012E-01;8.370655750804025E-01;
5.700700700700700E+07;-1.948762428783211E-03;5.936623813458031E-04;3.780946276620966E-01;8.382700360801030E-01;-1.948762428783211E-03;5.936623813458031E-04;3.780946276620966E-01;8.382700360801030E-01;
5.725725725725726E+07;-1.908945753858818E-03;5.602273654194488E-04;3.764663535919472E-01;8.392759682912185E-01;-1.908945753858818E-03;5.602273654194488E-04;3.764663535919472E-01;8.392759682912185E-01;
5.750750750750751E+07;-1.869354680628355E-03;5.222293977064326E-04;3.745832195885333E-01;8.404048716270863E-01;-1.869354680628355E-03;5.222293977064326E-04;3.745832195885333E-01;8.404048716270863E-01;
5.775775775775776E+07;-1.836249979086372E-03;4.861395319295005E-04;3.727068973307047E-01;8.411143465431491E-01;-1.836249979086372E-03;4.861395319295005E-04;3.727068973307047E-01;8.411143465431491E-01;
5.800800800800801E+07;-1.815762893757406E-03;4.368656218022289E-04;3.767498274534277E-01;8.387584706396460E-01;-1.815762893757406E-03;4.368656218022289E-04;3.767498274534277E-01;8.387584706396460E-01;
5.825825825825826E+07;-1.777612634522855E-03;4.077337957565486E-04;3.749556637367623E-01;8.392536175793602E-01;-1.777612634522855E-03;4.077337957565486E-04;3.749556637367623E-01;8.392536175793602E-01;
5.850850850850851E+07;-1.739460734727145E-03;3.693500176420299E-04;3.728046745533395E-01;8.395242843459134E-01;-1.739460734727145E-03;3.693500176420299E-04;3.728046745533395E-01;8.395242843459134E-01;
5.875875875875876E+07;-1.729312728588137E-03;3.306134638270880E-04;3.708038957775087E-01;8.391967246161607E-01;-1.729312728588137E-03;3.306134638270880E-04;3.708038957775087E-01;8.391967246161607E-01;
5.900900900900901E+07;-1.696691622427796E-03;2.839150884157572E-04;3.685912151304561E-01;8.387308380697820E-01;-1.696691622427796E-03;2.839150884157572E-04;3.685912151304561E-01;8.387308380697820E-01;
5.925925925925926E+07;-1.687117938630682E-03;2.314118050856577E-04;3.658816450005291E-01;8.380157792060015E-01;-1.687117938630682E-03;2.314118050856577E-04;3.658816450005291E-01;8.380157792060015E-01;
